R,Te,TeErr,ne,neErr,pe,peErr
0.7496940005712658,348.17963610515505,25.656565882042354,1.1975728164702964e+19,2.3523342448791952e+17,667.1527479168855,32.623794596793005
0.759054751048428,325.3023915728679,19.417461876915105,1.2344472790126174e+19,2.0845438445550854e+17,642.509843413478,25.37458736461382
0.7683996005445403,335.3357928427409,17.77090974250539,1.2473321153708196e+19,2.425068244009405e+17,669.2401661537391,24.442553093741342
0.7777319104346743,305.0018454160922,16.152390511102954,1.309978037860411e+19,2.1229082273511658e+17,639.2731504031628,22.503567511153683
0.787055239974721,285.3936081447135,16.201235944722328,1.3114487796734644e+19,1.956496165241894e+17,598.8465586047863,22.119385179506068
0.7963733249822357,297.4343466760198,17.939937204828194,1.3585501342943543e+19,2.6790276792012864e+17,646.5271545927363,26.074462594576367
0.8056900564938314,294.3102618031142,15.324306697809655,1.4816471661454365e+19,2.5919285169050387e+17,697.702344588969,25.063384567055014
0.8150094594433607,305.603192598065,18.48851124138473,1.4684695125278407e+19,2.3124108593693296e+17,718.0303540182919,28.495008952030208
0.8243356713171801,266.19998726391685,14.352953577756907,1.5094961225350308e+19,2.2064182868683933e+17,642.9245577500113,22.272749093322908
0.833672920801803,286.4415757662614,16.048758306590695,1.5179769405800442e+19,2.327802580855563e+17,695.6987309385543,26.900674719149634
0.8430255064520346,318.335456670848,16.86230879977152,1.4196418219168147e+19,2.2489692956848915e+17,723.0757243022782,25.963553599758153
0.8523977753248286,314.4950503256167,17.76309132161271,1.4392955054430958e+19,2.158925419541018e+17,724.2420998684166,26.597871830582527
0.8617941016190435,317.99590572118024,14.450472500699869,1.4020849711322774e+19,2.1708288785600243e+17,713.3716484692213,20.51645443233664
0.871218865334052,348.5473364706925,20.569056643724785,1.3923272743714003e+19,2.1186792244692464e+17,776.4671407642411,31.245305195690317
0.8806764308768085,349.20694421154326,16.84254364938495,1.258514028637011e+19,2.1842171810231936e+17,703.1709411003028,23.287626477305693
0.8901711257178413,344.7519954434954,18.495712440058927,1.303624228095543e+19,2.2087161305145843e+17,719.0832863110796,26.129668745607262
0.8997072189928118,364.78028633797095,24.45617120153947,1.1176032676697666e+19,2.2174172377251526e+17,652.287423988527,29.192541760060386
0.9092889001440352,353.2952983240054,22.31772677614768,1.0920965836163918e+19,2.0326767811788266e+17,617.3321412918085,26.67929306214566
0.9189202575217568,383.436835648643,21.377634721073544,1.0919451876523713e+19,2.1873878219438554e+17,669.9072119283023,25.06870790894187
0.9286052570038129,375.3181037747647,27.94564405323732,1.0158970796511914e+19,1.940580026536752e+17,610.0553049040101,31.414601416503444
0.9383477206031603,370.69511512799545,23.286564818234464,9.389870847610083e+18,1.9705896583462394e+17,556.9246807826922,23.471352858205265
0.9481513050754787,374.20650757710973,22.787271768125507,9.522603133013432e+18,1.9018209065425808e+17,570.1472098316478,23.577338105199004
0.9580194805004689,464.48407644394564,33.69170141214284,9.52583280517955e+18,2.0929451025975504e+17,707.9356244597222,35.266931227897075
0.9679555089045944,487.8283666276175,28.83865823095429,9.077182316859791e+18,1.644074231227368e+17,708.4971237143686,28.400161224370148
0.9779624228300211,474.96179850129033,34.81981215808054,9.68660192609564e+18,2.041120729326566e+17,736.1225395495118,37.08700211561016
0.9880430039257219,507.6437573036942,37.289974187139826,9.128935919255157e+18,2.426456034734034e+17,741.4795728376545,36.82854346970735
0.9981997615324709,547.9730153069205,46.22240431270169,8.331115221396395e+18,2.1443982083989664e+17,730.4362125980743,43.65558205154004
1.0084349112633495,442.3968919982994,24.212737606528172,8.725384380645144e+18,2.2643783765021536e+17,617.6132690380668,22.13465464989685
1.0187503535674192,556.6956066289846,41.665612219266535,8.548840027683658e+18,2.0454504616604982e+17,761.4562696296799,39.696592756987506
1.0291476523066845,442.9440229691467,32.02426675044718,8.873456016099606e+18,2.0306778172209776e+17,628.8710888657498,29.791498724859288
1.0396280133194515,403.6385438736299,26.77806242321404,9.451008243651158e+18,1.9064284397416797e+17,610.366592896804,27.43994139738627
1.0501922629668383,404.71004275301965,26.584721959963154,9.756451748859036e+18,2.0587626654600214e+17,631.7654407037621,27.911580823992406
1.060840826719133,462.22813475527573,26.829630433436026,9.860599714770586e+18,2.0815098927620544e+17,729.2554581962899,28.553489064879077
1.0715737076723766,400.1455906672279,23.49090012122421,1.0213620727660569e+19,1.799811339001987e+17,653.9096478273248,25.091445016236825
1.0823904651205016,359.24225862544296,24.836507712794052,9.962516700457732e+18,1.8231025064373597e+17,572.6331201705809,25.380862605409252
1.0932901930824004,319.38806312118203,23.2271089472603,1.009654457131913e+19,1.8864268898668752e+17,515.9545303760483,24.06850395445658
1.1042714988451925,298.6128300358922,18.760584223712232,1.0082465954889753e+19,1.6817175208249718e+17,481.7205908048261,19.455692081542484
1.1153324815074275,276.92376373095834,24.300316152631847,1.0779393125863995e+19,2.435784850387297e+17,477.6112184239804,27.881742640806298
1.1264707104945741,269.4785128974283,23.881298468781807,1.046737577744463e+19,2.31302372903427e+17,451.3172573510945,25.404072481444235
1.1376832040948532,244.80567808915154,18.926875643129172,9.380404417843032e+18,1.9246149781036432e+17,367.4202022816859,18.33089552620615
1.1489664079698199,224.67446528059077,15.253967421856393,1.038173145784813e+19,2.068019681098329e+17,373.2015942365946,14.748002480075174
1.1603161736800787,215.56163959873834,14.377228444556197,1.0058361367431504e+19,1.964304694609481e+17,346.9114988864229,13.65555049028555
1.1717277371942445,197.0135684921479,12.384634671867744,9.833974579634547e+18,1.780471440067545e+17,309.98822790317956,11.717109326271448
1.1831956973928281,192.96849977534072,16.01575816507875,8.587077729520044e+18,2.0891756132101536e+17,265.1256811071555,14.193759293229036
1.1947139945798038,179.5701264777871,11.656872256626512,8.634327400801627e+18,1.6776077399594237e+17,248.07476214601132,9.905224225287942
1.2062758889798817,153.42081730296832,12.360606959122466,8.089025235623648e+18,2.0083294636054944e+17,198.56397805339452,10.241718309450768
1.2178739392232136,154.77523949275118,13.270434353157075,8.003933484786464e+18,1.814730678611557e+17,198.20971551870008,11.79184680543959
1.2294999808416411,127.13436360289106,10.208482636981943,7.535022726541262e+18,1.9452266716996858e+17,153.2736510515431,7.843035145182385
1.241145104770039,117.5765845961948,8.027854990665613,7.88976954642743e+18,1.7165952017709475e+17,148.42434504320101,6.485495467245742
