position,width,height,core_slope,offset,time
,,,,,0.100103
1.3206489341804026,0.028683412210354874,0.8560967182739723,0.14914354284442816,0.04062612164541292,0.105498
1.3328445855875495,0.03172935052330757,0.9284012689426766,0.045575499016345465,0.07905071249721338,0.111048
1.3741823528483263,0.03169388105513678,0.8890493586659834,0.17279833697342606,0.08808495238547577,0.122113
1.4090329269802606,0.0005554210250917053,0.5433443473560201,0.016252335319536487,0.1578373405526277,0.1276
1.323761299691674,0.0051425522060765195,0.8634110030533718,0.39279995687707353,0.7563987092685938,0.1287
1.383362929596459,0.005096177085880361,0.7153953482778643,0.15960543173675346,0.38698803640687907,0.133436
1.394531866301775,0.024350454586435748,0.7791257592329269,0.2980885499511537,0.02591677147456949,0.138831
1.401141279781387,0.02074412482288953,0.7213815645378365,0.3425426884554654,0.07150511017340067,0.144381
1.3892625748386078,0.009384411324867193,0.6030810805038319,0.06887027642251613,0.11808205662869282,0.155446
1.3539558579361475,0.01942507210952033,0.9685078882249468,-0.19629845192173784,0.17401320985041,0.160933
,,,,,0.162034
1.3687653107209092,0.00339724740112185,0.708209020770463,0.04752531665570287,0.20854672075550676,0.16677
1.3848118985158977,0.017132887611349006,0.8288295191364847,0.15336492143609123,0.04949634891202102,0.172164
1.4022886614716563,0.010311723887816548,0.8423242303782026,0.1458314803132574,0.13206740495625116,0.177715
1.417920474672359,0.03498838345190937,1.1955632855138814,0.09965506701199642,-0.08785159983688194,0.188779
1.462156448946359,0.09088580920742338,2.373192475400603,-0.23155797018314908,-1.896126990484764,0.194267
1.4097015250789982,0.0005096375237282622,1.0756040122897865,0.006315300349543593,0.325370077630634,0.195367
1.419876534338251,0.00020027159698543455,1.297553505940468,0.0010283808632551886,0.313514234625092,0.200103
1.4190402701705886,0.0033080902428371996,2.176072885603144,-0.021104945202198157,0.0772699715341255,0.205498
1.419290026825547,0.00024947044257215867,2.7529142397720685,-0.0023385575427968637,0.278384831912973,0.211048
1.412571695013557,0.0033422632904671727,3.681991955253246,-0.038927968724169634,0.14671462076350303,0.222113
1.4101454219735892,0.0026794633390146514,4.080831543076814,-0.03397130706985724,0.058020414023587735,0.2276
1.332693751563557,0.008700312867411294,2.595022277979717,0.3434814799688717,3.4810663759502614,0.2287
1.4072259451753069,0.002581950245543697,4.3077452382804085,-0.03502252518213615,0.3674840845673512,0.233436
1.4021980523729196,0.005093936022469524,4.299699703231605,-0.06235719889365374,0.11558960375182503,0.238831
1.4001349127107832,0.004207407933576817,4.492469011268057,-0.052469576115591304,0.09718823502196199,0.244381
1.3907908783057032,0.0066310697790714765,4.787808494542376,-0.08521585314137926,0.09099781493814911,0.255446
1.3885536697422654,0.007859292813177253,4.656604528297824,-0.09099825588989019,-0.19167045698195245,0.260933
,,,,,0.262033
1.3823218267347426,0.006960894651916913,4.567081863910251,-0.0793136703361015,0.10811556733002893,0.26677
1.3787179778888539,0.006331197685699672,4.327827287932168,-0.06556478510272817,0.16846560344914235,0.272164
1.379299920414361,0.00485380459849768,4.106855944743905,-0.035809437982076496,0.161612398512785,0.277715
1.3754421206989047,0.006805588814413444,3.8212640803701245,-0.03654844473034613,0.21969828332450614,0.288779
1.372675135432758,0.0037093379581174565,3.3244049744915674,-0.0027147289031976304,0.21792856229579585,0.294267
,,,,,0.295367
