t
0.752484
0.75723
0.76199
0.766767
0.771522
0.776332
0.781029
0.785817
0.790564
0.795324
0.8001
0.804855
0.809665
0.814362
0.81915
0.823897
0.828657
0.833434
0.838188
0.842999
0.847695
0.852484
0.85723
0.86199
0.866767
0.871522
0.876332
0.881029
0.885817
0.890564
0.895324
