position,width,height,core_slope,offset,time
,,,,,0.388777
,,,,,0.394264
,,,,,0.405495
,,,,,0.411045
,,,,,0.414382
,,,,,0.42211
,,,,,0.427597
,,,,,0.438828
,,,,,0.444379
,,,,,0.447716
,,,,,0.455443
,,,,,0.460931
,,,,,0.472162
,,,,,0.477712
,,,,,0.481049
,,,,,0.488777
,,,,,0.494264
,,,,,0.505495
,,,,,0.511045
,,,,,0.514382
,,,,,0.52211
,,,,,0.527597
,,,,,0.538828
,,,,,0.544379
,,,,,0.547716
,,,,,0.555443
,,,,,0.560931
1.3776885294628893,0.000622893906922722,0.06538767205344737,0.08233433622710883,0.007967751978480798,0.572162
1.375344084227659,0.0027005433369970424,0.08058422896623471,0.2685830376762092,0.005890515853735881,0.577712
1.3724544376350107,0.002935118287842827,0.06329186202268834,0.4107006864292332,0.00975792872637512,0.581049
