Ti,TiErr,vTorr,vTorrErr,t
145.3604653123276,7.605546943333615,7473.128499656834,437.20139484078254,0.219992
109.28937624058939,2.4851558014249697,15303.134164437086,165.03660901607688,0.224992
124.77158637522496,2.2391321319714628,16548.88440364463,149.07298381755436,0.229993
143.04652364009266,1.72369189163703,19352.687344451773,113.72081636659883,0.234989
152.93192501330464,1.5561779229155728,22198.249292895205,102.61211990042523,0.239989
171.33010542389093,1.4698645171792033,24421.842447149425,95.79675159118932,0.244989
181.81837558587915,1.3161241795555978,25016.44837217823,85.64417470836767,0.249989
188.27901461584273,1.3829402397151869,26517.132154117025,90.09628985883634,0.25499
215.65999759188495,1.3848895268066728,26562.987945280864,88.21609161225471,0.259989
212.88465028975958,1.336155241405242,26393.10757127752,85.18915720511842,0.264988
218.0854198189927,1.3382400218995734,26378.878021513956,85.3105358189753,0.269989
212.7270315724264,1.4002386851722477,26251.368397470615,89.23900257047922,0.274988
210.72691102289878,1.4634595287021384,24396.41314175156,92.87451679572709,0.279988
243.70767941600718,1.2320712171309256,24922.04006431683,76.50729588225082,0.284989
258.06769037338256,1.2363041901272913,25799.98660963281,75.99939710611373,0.289989
269.5788498384903,1.7101099558556565,26946.90767353359,104.44149833642689,0.294988
22.36798280516723,4.0645037116706675,3738.39625201288,280.4516302659116,0.299988
37.86656454583708,9.849869861951595,10678.768791181064,685.7991013164167,0.304992
50.87567795250836,14.750285211580167,4645.854447977825,989.3689933608973,0.309992
821.546010946501,279.73524169973257,111622.85428475664,10092.942670142795,0.314992
196.25251487087024,18.717848114880706,9501.698486124968,1061.6887773945534,0.319993
125.64088984930132,10.411044922798986,7164.811301559335,635.9214817704166,0.324991
131.17554892154192,6.199124785402547,6938.914513146552,379.43037426910826,0.329991
111.84922807736298,2.965882590558918,15900.656591909974,196.89599192273465,0.334991
103.47642387105314,3.105687585579888,17357.127923885244,206.65227627918586,0.339991
96.83440088919048,3.6479389849080004,17016.765449949267,240.90308589241067,0.344991
132.0722424285877,2.0094374594880557,16068.249077917271,133.10431371413907,0.349992
142.004766181045,1.604034897967723,16294.767075281601,106.60192328535341,0.354991
147.7232097339287,1.8189085412756212,17979.457795700117,119.06072887329415,0.359991
133.73273617140964,1.5904244825512173,16166.689687715107,106.0471981017685,0.364991
162.60559975129297,1.4546929652291687,17965.300300561583,95.12173049780648,0.369991
167.5976913168074,1.4730220234551887,19409.318351593676,96.46498564957,0.374991
163.08200868583356,1.41295378653499,17355.856811881837,93.13181242867704,0.379992
164.63692717449297,1.320081871603333,18134.463314856534,86.89538106878396,0.384991
167.8926442835866,1.1769705228858909,18828.11163136792,78.02797024840348,0.389991
177.0102845485948,1.1482391162273955,20371.15543392604,75.9860145326204,0.394991
182.12917204236896,1.1489890226170543,20456.095288069373,75.77012947518388,0.399991
189.784914307549,1.1828144403377208,20824.149317549796,77.45917321534128,0.404991
213.69074784200558,1.010037944662031,22410.609795121003,65.26443318536559,0.409991
213.13925036835158,1.0008858852921514,22608.80792591625,64.62210597428563,0.414991
