Ti,TiErr,vTorr,vTorrErr,t
169.95080961814494,11.572323002506833,-6284.221692893245,661.4870637179802,0.749984
130.683968645339,11.000373284926113,-2660.8866627565994,644.0048346216925,0.754985
5574.7028203361215,373.9135251923345,40313.323955962376,4583.82154515088,0.759985
204.19968132557577,18.42898653620624,-3496.2293695974327,1044.6866465924154,0.764985
157.52684909811893,17.419309874350468,-6879.114116791517,1022.3140019995457,0.769986
146.84187961084473,16.37152781680652,-2363.880822082647,958.3231259593574,0.774985
147.51148309870507,19.519264361471834,-5506.286935161741,1142.0374000183556,0.779985
218.60847102702988,17.64335744357475,-1019.0765340374243,973.1575808305679,0.784985
313.37976149244935,19.31436766724939,1415.3652461471277,987.260268743148,0.789985
232.915094225138,27.65422036096772,452.9168787670808,1495.3577456727908,0.794985
293.86519118416345,28.31454138932757,-2802.4231873713125,1456.9727826869605,0.799984
275.71464931881144,24.92006110933079,-3849.824896674101,1312.1395532059894,0.804985
283.95525640718745,32.278795875057256,-3297.8333750047777,1699.8703936327902,0.809984
237.17310410072741,29.46901982843784,-6015.78097225523,1628.8953064895113,0.814984
199.64880694321442,21.781387081320105,-3835.83427116434,1216.0663062140316,0.819984
173.90368828508042,19.916449313545627,-0.04061799392343346,1129.9526105091036,0.824984
223.90650998097124,19.02999238112366,2052.3738169083204,1040.129518601525,0.829984
196.12137398558377,19.325606118218033,-5308.051241865144,1094.1999072520966,0.834985
216.3086684690973,13.797709030406153,-424.6772674086394,767.3097003959871,0.839984
96.29298563626148,11.518870282548749,3779.8633877405277,699.4191858084432,0.844984
1701.0693280607056,234.3728818663155,41915.6794821186,7773.728785893197,0.849984
172.2499400280292,13.945119174428525,-707.2033642845736,814.2599248388706,0.854985
129.25445377826784,10.388398975036184,7275.872768066878,621.8917693596891,0.859984
53.37294800492505,6.945244306257971,7700.602011635769,449.0533594008251,0.864984
158.9794090411328,5.844445696146764,5789.202323369829,346.39894951976504,0.869984
51.55548368753084,11.009364798783722,18499.830782561112,726.604323433037,0.87498
223.84887328582704,18.562626788300783,5308.4158131276745,1070.5079771430846,0.87998
192.69075435219995,13.141422180923103,14198.13485644191,755.470904580664,0.884981
1256.7548626956032,377.80161155874555,-87872.87367160611,14171.5418771845,0.88998
329.3869912686922,75.25004245821177,-11889.630028421892,3589.267244519785,0.89498
31466.527152080052,5217.03006727869,-12502.749042119991,18963.37758075862,0.89998
9224.477861216024,2941.446714415249,335463.84179035417,26732.949827421668,0.904981
1423.9239876157385,345.5896742211489,111452.7255284763,7456.349172950818,0.90998
3825427.6251154053,73275519.08968958,11888204.742019491,219601710.00731117,0.914981
291740.7668873075,1645544.1633118317,773955.605504225,21547519.47944598,0.91998
0.0,0.0,0.0,0.0,0.92498
0.0,0.0,0.0,0.0,0.92998
0.0,0.0,0.0,0.0,0.934979
0.0,0.0,0.0,0.0,0.93998
0.0,0.0,0.0,0.0,0.944982
