Ti,TiErr,vTorr,vTorrErr,t
75.48100155768846,6.346847539759523,8733.33942048776,415.85582907558086,0.614989
31.914357503859527,7.660466853984477,8294.546829136663,513.0366354648402,0.619989
52.17981320327873,7.0169509055546335,7700.032932388708,462.3035207661095,0.624989
31.633927735981686,7.011781698637783,9950.613712793045,467.1231884749061,0.629989
74.8631774748369,6.294473320542755,10035.547383045769,413.06459784723165,0.634989
74.79644277575281,6.308954091955457,7799.126507308929,411.1042005843524,0.639989
32.36728926728352,7.093960776596914,9525.983007474999,472.04422025137944,0.644988
53.01390092068015,6.872941434614617,10856.451338401283,456.29514241094466,0.649989
78.37234240872547,5.824146835214667,9271.233512221306,382.6924765576065,0.654993
52.707257378917475,8.222849785148513,10219.020882926032,549.4916885897,0.659986
35.33926387883256,8.944110300277524,12342.094325222944,601.8033454197296,0.664985
43.50924741155913,7.521091543295936,9072.977014586362,499.101633087142,0.669985
50.88816070197733,7.075060630963813,10969.734538472356,471.0640496163449,0.674985
41.390420715639124,6.677550347464585,11465.164767127877,443.15463130950053,0.679985
26.774009283113656,7.0120739457809576,9780.760241846492,467.5799367344955,0.684985
41.830173576258375,7.652726255054073,11309.438508317126,503.1294824396706,0.689985
55.64512047701383,6.118727773599452,13843.542326022747,401.2497289832818,0.694985
38.9808179729545,7.545749602350208,11762.387041604605,495.3776981768524,0.699985
17.621441324879832,7.62142794375867,8860.720112211277,501.78990509367395,0.704985
65.76661385220136,5.1744825884948,7814.09148012374,332.5580927810916,0.709985
26.618647062799894,7.476390653654358,14225.31289515132,490.762122144009,0.714985
112.94281295199428,3.258212524969033,7657.687951244113,209.48770016341717,0.719985
138.81067064481067,3.2858274510643604,12315.222335444476,217.10067596610725,0.724985
101.64345213797247,4.063529081251126,17057.280718162096,274.72951593760456,0.729987
100.99432516029874,4.259369253484451,21035.761119693925,295.3559524225676,0.734989
89.82658533731222,7.420906290675283,19775.880422035152,512.1482718312471,0.739988
36.532494701628636,10.350757824871872,21616.155562206783,739.2483400217545,0.744988
82.28551633023466,6.99176959443626,27406.841355098804,494.33608015209575,0.749989
137.47095955805375,3.1566177961944204,22835.311166081017,205.7093171649438,0.754988
421.66725305642944,37.841409199696486,7008.177986890201,1686.0456066644028,0.759987
246.2305150995478,36.26352947926824,-10207.22266366757,1845.5131210336767,0.764988
98286.18562945705,69733.16852885835,-423449.5709580458,287918.33400292957,0.769988
612952.6022039884,2588862.904755671,-2214282.828751771,7629155.223443369,0.774988
1169.5905597565725,-6505.039382729477,509576.1324681174,1151816.0100687274,0.779988
445458.4414189699,6271779.81793116,-609909.1749036247,73181120.36693823,0.784987
586.2972907134271,768.9660413996686,206575.1411404523,28485.687688302743,0.789987
0.0,0.0,0.0,0.0,0.794988
0.0,0.0,0.0,0.0,0.799987
0.0,0.0,0.0,0.0,0.804987
0.0,0.0,0.0,0.0,0.809987
