Ti,TiErr,vTorr,vTorrErr,t
0.0,0.0,0.0,0.0,0.214993
0.0,0.0,0.0,0.0,0.219992
72.18680397282799,6.922806896678834,11979.581822959353,464.3895986218199,0.224992
15.839984938646113,10.140358251385642,17176.433906953906,715.761890948298,0.229993
54.17251611898728,10.416293099217928,16312.608316504638,712.7244915379257,0.23499
73.39069314324757,8.740233281360997,18266.640356199725,608.8363018313223,0.239989
23.742933653886542,17.107251012276222,25726.206235788857,1285.880391972922,0.24499
16.140651163836143,18.808509246659845,13817.865329168086,1277.2434178023154,0.24999
34.8843876871259,14.628561287230287,22343.208483979077,1041.2096237737464,0.254989
56.851674234339285,18.127260512665934,12756.05895903895,1181.179461700904,0.259989
64.48453946058865,18.251776112804254,6174.98513909607,1157.858796613235,0.26499
100.52307736255779,7.1338311130769005,16340.920390840634,467.43941674551394,0.269989
66.00160161095467,7.1334364211070715,16836.55240005375,471.59815337853445,0.274989
28.47221533250434,13.025444062754598,9161.44540055759,853.5442014290636,0.27999
194.50985102914012,4.052817792793,21455.381961431056,245.58369409924666,0.284989
286.0112132553013,4.188029286376862,28365.632908732005,244.15862699912984,0.289989
78.78240072878104,5.914750688062606,18068.437083965327,386.7816324173358,0.294989
65.939523937634,10.945562639477076,9373.7410677534,706.3897362188909,0.299989
68.94769852264304,40.66527770940456,35663.52340999013,3201.8216204054165,0.304992
78.23462407468034,14.707443511941763,7434.243890892681,940.3682493423341,0.309993
76.17456232241425,9.271873441048996,15206.918791938484,606.5273902899545,0.314992
100.78252650921277,4.19570641892862,13578.60315961168,271.53926512683495,0.319992
127.7168431018529,3.040191009336398,14541.531475889466,195.68324379362753,0.324992
93.44206968927396,3.344417225964267,15447.740280194686,218.63470382281443,0.329992
137.28556672315216,2.5425871661849753,14994.6544221697,162.58579040706235,0.334993
151.06777041183898,2.151812429437901,18251.28038850113,139.03290274137663,0.339992
138.23936880901846,3.564739836174288,22385.57923393907,230.26119762807906,0.344992
187.06513924584794,1.1352641820003806,20291.633113018026,73.45785815462796,0.349992
192.84121949387588,1.2822387477176191,20475.71072281783,82.24659280176508,0.354991
114.88445662131728,6.930222545060138,26165.922220700926,455.68817335429475,0.359992
203.255121275374,1.1710805216480837,22812.17863868813,74.59679634592402,0.364991
208.5585614189894,1.162912006350223,23477.74211773723,74.172615828409,0.369992
204.7610449723677,1.3520804443978447,24327.3625538977,84.82501823338359,0.374991
209.86180847412447,1.5868018341058316,24879.616830319716,98.13365284976953,0.379992
245.7702617234545,1.0032546985777875,26692.00330218004,62.33927682001868,0.384991
256.1457550450481,1.073113041894827,26819.435065858102,66.0953927144146,0.389992
287.8319422917873,0.9025930387047114,27911.110231662627,54.9595391177166,0.394991
287.62064775173764,0.855933022314983,27925.25999884959,52.41948174623994,0.399992
281.21733334818157,0.8557861741896211,28590.815458470366,52.45148911617272,0.404992
241.95718985057147,1.8445380182778144,29566.508302559567,110.4762014670052,0.409992
