,Te,ne,pe
1.4302226592635445,117.0870917857059,1.6813066111354761e+19,311.24171141988484
1.4301068957740353,111.53516835811782,1.6715011891745243e+19,303.20509209475074
1.4296049981124996,115.34086366854511,1.7216946614366075e+19,311.8854447293394
1.4294504274159017,127.96457680981344,1.6264785287278952e+19,334.01412716394833
1.4296300939325317,182.29530955643204,1.607423758097619e+19,473.37511376278513
1.4294825340999362,112.30956690966659,1.632819041810075e+19,288.8751877392734
1.4297070681389343,128.36599363015512,1.6536356229174092e+19,339.19382022530283
1.4295584824143472,112.41291876378153,1.7876950955220935e+19,323.16822246039976
1.4303961316713625,117.80062852293919,1.642241999360001e+19,311.61225576425556
1.4303773132954625,107.17666341413121,1.6472181732553187e+19,301.14354508812977
1.4300543625484146,136.08171065191152,2.0118648393084785e+19,440.78650778036865
1.4297314118013666,106.71908827250488,1.5283821365686909e+19,265.6516732304583
1.429621862214729,112.76151828211961,1.63013626732783e+19,295.9282233173361
1.430337533005051,141.3372934865874,1.5790546888744174e+19,349.9169588691867
1.4298261735380815,106.86138373401013,1.6752286629503902e+19,289.2484894444458
1.4300860333538328,97.2687765869626,1.629052098499034e+19,267.04136574281824
1.4294339204917892,126.67574399852977,1.593240657233566e+19,328.5470016492712
1.4311476205965619,142.00368524540136,1.6979855495171959e+19,373.3796086843504
1.4296927698373754,107.89475284847099,1.4577703149698419e+19,251.1277174235722
1.4296533557633828,100.51789731792009,1.5390077352434176e+19,255.48454238574192
1.42951422830332,103.00515943486438,1.515353867577289e+19,251.28393291091035
1.4333189156736723,122.7000674347309,1.0920979199978447e+19,233.22771583512358
1.4371236030440246,99.68706847471066,6.725321990618735e+18,137.10334817471676
1.4295589489716705,108.91207702580586,1.859097933933219e+19,335.4443026955277
1.4235259552110937,71.65151781871633,1.7450143328594518e+19,201.74072728928985
1.4174929614505174,64.52672353419472,1.3071920428076976e+19,137.51617420678195
1.410105240615811,53.83054981257526,1.1084448086882267e+19,98.10722378842262
1.4172201743740487,52.91053450281142,9.470816907177302e+18,81.4221002996419
1.4092559972551706,47.44528003523571,9.822759311931992e+18,74.82936713222828
1.3974560773509637,64.62385556825055,1.1681219029272463e+19,121.75715374734203
1.3974560773509637,36.46997399586758,1.2330278713537163e+19,71.99643180132564
