,Te,ne,pe
,,,
1.3063072280752257,78.242585263558,5.62387437345797e+18,70.5352198207614
1.3169799103258952,90.46569214402656,6.492085561699957e+18,93.88364430338295
1.3583354123207576,59.33263608209097,5.962255157755045e+18,56.94255477348631
1.4087552164677153,12.485608036017002,3.0278327786670377e+18,6.237614524845682
1.3211900235886358,134.8427715657944,8.177005106588058e+18,176.0696269276886
1.3808148410535188,42.893765358247116,5.94170915816719e+18,40.908555643584634
1.382356639008557,50.65340579679442,5.301148347730573e+18,45.78055786927665
1.3907692173699422,35.77798034451476,5.346159792247222e+18,31.063232759866615
1.3845703691761744,10.342094483719677,3.83917003277892e+18,6.51728227093335
1.344243321881387,31.468139107620946,6.073935586472731e+18,30.88639792316924
1.367066687020348,26.317801317877112,5.382513311981878e+18,22.707146865594275
1.3762454547102234,32.57711677014518,5.637127690322827e+18,30.717089907462253
1.3971327995277478,26.884669810616266,5.64303068761411e+18,25.551997155562596
1.4004262829464043,55.4658102481021,8.136019771134572e+18,74.17869267914342
1.404936494631769,59.14772040709368,7.746218670386389e+18,75.24423947162087
1.4094467063171339,37.500054721922,7.95409462863864e+18,47.719623983716794
1.4197763985397582,12.888177299441912,1.1625498670660346e+19,24.113833199639007
1.4173862250491704,36.464920361795805,1.2636590968914817e+19,87.97696671223048
1.419165291604261,28.50861630294743,1.1906390024496392e+19,57.41773741177133
1.4109005633683234,50.06044142104374,2.317873244400369e+19,199.00494044709967
1.4088056903040815,46.87589845107947,2.4171257337767436e+19,190.19314175522243
1.3283435951298515,264.1606186699475,2.8719739031596253e+19,1185.7658440789808
1.4059349700525352,47.75182178285069,2.403523228060052e+19,227.7170882340019
1.3996510843616854,72.47693370338837,2.8891915389221294e+19,342.87601602105633
1.3980312087439946,56.65097115898882,2.6948566564802888e+19,260.2587026528576
1.3874753434161673,89.72908870252243,3.0801539385327186e+19,448.002514247546
1.3846240233356764,104.08129636943232,2.7863199810049892e+19,489.75027387155086
1.3817327013722305,101.5338205358591,3.1876710505323573e+19,591.4547061119026
1.3788413794087846,119.70442861308207,3.032068529309899e+19,594.9564431367437
1.3755523790460042,148.39273914155308,2.8335954831067775e+19,688.5464545502543
1.376873018115112,106.6312183129434,2.547337613723453e+19,460.92136951365774
1.3720393262916981,221.49067842087646,2.479781506864391e+19,963.5672661056117
1.3708204664536991,129.18923752026853,2.1231988287691248e+19,544.3542928217606
1.3708204664536991,154.93276345411124,2.929036133099048e+19,824.6582843963301
