,Te,ne,pe
1.3822643497252396,26.135095569073,6.346701345489067e+18,28.091474912229287
1.3701968716341157,32.44999942907583,9.126265082841112e+18,47.8004697244046
1.3773701403980487,39.53353385677578,8.487625624320182e+18,53.992131373309405
1.372938964681498,47.93529318282905,8.018284010118503e+18,63.953824426367916
1.3733608269294593,49.66680922602035,1.0072332934821018e+19,83.4483004769254
1.3750092661986724,43.60460762994934,1.0101199926075097e+19,73.15791685076059
1.3836546021104177,40.6463835498689,9.963992528599773e+18,69.4051568433315
1.388374123780035,34.55492734288738,8.617696395806608e+18,48.15119188538986
1.3695441912991806,80.40084577477451,1.1975719869352294e+19,161.07984463910952
1.3811007196987866,47.55091047297944,1.060257443133275e+19,85.46412267984265
1.3825041171827417,40.633996961932624,1.014128684518892e+19,79.29573009711734
1.3749227130363073,52.80182439935663,1.2611465590265276e+19,113.00523115798893
1.3873453772432207,32.13950114804083,1.0586432776535605e+19,60.40901974710681
1.3820552876343566,40.28661110540565,1.1493124318155198e+19,85.68717118776635
1.3823500994416398,42.18011239393601,1.2233649763967304e+19,96.77660531585295
1.3770240280743558,67.88139650134599,1.6986655310619175e+19,185.49423683329064
1.3820335094521987,49.48463137245041,1.3189732943092068e+19,129.76533235439678
1.3802431415969731,50.5791660734683,1.5166636372172165e+19,138.24928501356803
1.3792645896606117,52.95826782700832,1.4869448243744571e+19,133.59986834367103
1.3753148973563503,56.74667408357498,1.624785287874236e+19,152.32389650961093
1.379751910510842,58.39574738730237,1.909577447031493e+19,189.16231733392442
1.377137637325068,52.7277021518579,1.6214273642728784e+19,141.42013224067514
1.3762954158101017,45.64162589850196,1.5838312336666886e+19,131.74639595330552
1.3780448074924045,54.528902894725135,1.5708816854313015e+19,137.05707949688758
1.3726078598334748,60.45180380594675,1.5390723768410104e+19,177.6834913186525
1.3567212875650265,101.16158071180591,1.674561346239589e+19,270.6984205013436
1.3750660755006787,44.99933904431844,1.5321654481083224e+19,123.80680274019707
1.3778838827852768,29.540130520458177,1.3091008360392294e+19,63.38157502971984
1.376481065155163,34.21496006322826,1.3458715723497527e+19,92.8505466345847
1.36747944545849,62.324935959011356,1.7346741057565397e+19,173.00194356803067
