,Te,ne,pe
1.4211837631558757,41.33546613812889,8.522972259730723e+18,70.63603021227088
1.429110490298706,27.121220041587215,8.167519143375348e+18,35.62684682542417
1.4291445273100956,54.95886639774388,9.902203511561986e+18,87.08673972334415
1.4291615458157905,83.17344443291898,2.7785298671884813e+17,3.207532179608113
1.429170055068638,25.763659656256756,8.038839132380363e+18,33.14175619139488
1.4291785643214854,23.90235675983413,7.126157650987401e+18,27.260471730295073
1.4292011568134322,30.827322248770194,8.753703975005518e+18,43.1889211857825
1.429212453059406,25.439019040669706,8.1443823452104e+18,33.176861734769794
1.4292181011823928,20.540247321296842,8.419154653204981e+18,27.689682696648163
1.429220925243886,81.58195375034737,8.524759179469941e+18,67.30649283769466
1.4292223372746329,90.16849958986118,2.0788954005517574e+17,2.3098579027987904
1.4292230432900062,10.310785394884178,4.559488632441566e+18,7.524219159021038
1.429223396297693,23.916594369965484,7.143658940418537e+18,27.35037079450095
1.4292235728015361,16.2582737345574,6.749611450024814e+18,17.56551390877482
1.4292237493053794,10.769034602041941,5.215855756971152e+18,8.973474819887027
1.4301919301530677,11.33305405439672,6.260807261932699e+18,11.276768970727591
1.4309180657888338,129.17937317945328,2.7249793083179014e+17,3.3540696904930547
1.431039088394795,9.112365591733772,4.1626036270657976e+18,6.151757595514675
1.426813282724044,19.811737850762917,5.574614408092516e+18,23.912377835847415
1.422466454447332,38.56250675198267,9.055234046500504e+18,69.0117952096639
1.4245751652111929,49.18126092077091,9.238486944479298e+18,77.01706647381097
1.4299601052675937,111.53015984309545,1.6658402354623656e+19,319.7035814651256
1.4294413645926096,43.83682594982919,8.727955001072561e+18,61.447895037268104
1.4289226239176256,51.402518807289034,1.0151154123698522e+19,84.75712516804128
1.3214317594631715,28.550302635059264,1.3425198835968987e+19,63.108583387948244
1.3214317594631715,7.6129782787708455,5.368717592467103e+17,0.6403971623064114
