data,t,greenwald_density,greenwald_fraction
1.6872247045357234e+19,0.675,7.691529874220763e+19,0.21936139261328136
1.6188836631844456e+19,0.68,7.717936227809849e+19,0.20975603003185778
1.6401067489703866e+19,0.685,7.675299773526768e+19,0.21368634416434845
1.6437295591167412e+19,0.69,7.644255635163913e+19,0.2150280730481478
1.6481742671525908e+19,0.695,7.671327222651853e+19,0.21484864604469886
1.6462066669784062e+19,0.7,7.721403523948269e+19,0.21320044495442114
1.6405669554109913e+19,0.705,7.706484885167725e+19,0.2128813563974551
1.5809019630531482e+19,0.71,7.680156456204057e+19,0.2058424163711001
1.6269481895180251e+19,0.715,7.682448861968762e+19,0.21177468522726894
1.6361782059635335e+19,0.72,7.665258425605241e+19,0.2134537565619443
1.670084418517648e+19,0.725,7.658995994029679e+19,0.21805526727256522
1.6564974461977278e+19,0.73,7.702604113702532e+19,0.21505680698958746
1.6874714882369337e+19,0.735,7.695749602747602e+19,0.21927318004661409
1.6443057439300663e+19,0.74,7.640938823066827e+19,0.2151968209673605
1.6833792271890477e+19,0.745,7.669396916819966e+19,0.2194930377768273
1.6608291428392182e+19,0.75,7.666255258701554e+19,0.216641513593498
1.6843852104559102e+19,0.755,7.792862008836628e+19,0.2161446216481083
1.6464729867379456e+19,0.76,7.810272750360363e+19,0.21080864130666602
1.5588566051891091e+19,0.765,7.869895787280903e+19,0.1980784304295983
1.4285838855558361e+19,0.77,7.928176084260484e+19,0.18019073622645077
inf,0.78,inf,
