data,t,greenwald_density,greenwald_fraction
,0.02,,
,0.025,,
,0.03,,
,0.045,,
,0.06,,
,0.065,,
9.256834012758931e+18,0.07,6.92932737455949e+19,0.1335892145425934
,0.075,,
1.0382817165999303e+19,0.08,7.7178028010402e+19,0.1345307393005677
1.0584538534625583e+19,0.085,7.936475189272106e+19,0.1333657358235419
9.635866917531621e+18,0.09,7.956570760817274e+19,0.12110577794373635
1.0013253991300694e+19,0.095,7.925123349117901e+19,0.12634824153765645
1.0017481851440726e+19,0.1,8.287608259738955e+19,0.12087301350988637
1.0622684833482711e+19,0.105,8.141927685893136e+19,0.1304689164936675
1.0025586326204854e+19,0.11,8.21301308265563e+19,0.12206952826334888
1.0339061833787333e+19,0.115,8.275835572261311e+19,0.1249307304804542
1.0914504116795005e+19,0.12,8.188107969172826e+19,0.1332970224365227
1.0750491701685424e+19,0.125,8.118894316200106e+19,0.13241324844239366
1.1204812704328204e+19,0.13,8.005908486202758e+19,0.13995679220713528
1.2028288616387228e+19,0.135,7.99977038891586e+19,0.1503579231855593
1.1627026171185383e+19,0.14,8.134925986747916e+19,0.14292725207489562
1.2257933779294775e+19,0.145,8.13433500924447e+19,0.15069374159490528
1.2558689296033724e+19,0.15,8.18039891949761e+19,0.1535217221020928
1.076010005388155e+19,0.155,8.42727569400014e+19,0.12768183271305913
1.0657564424779446e+19,0.16,7.976351462781228e+19,0.1336145288294922
1.1483763892116572e+19,0.165,8.181463317244096e+19,0.14036320211706146
1.2086234633637923e+19,0.17,8.328258619719878e+19,0.14512319063939497
1.2709607077869898e+19,0.175,8.215153030195757e+19,0.1547093162008577
1.353803097757127e+19,0.18,8.101848661583495e+19,0.16709804814997964
1.4022895587441125e+19,0.185,8.000713674297392e+19,0.17527055908137584
1.374607594285085e+19,0.19,7.96975467140753e+19,0.1724780311264358
1.4868604738745262e+19,0.195,7.924698447707768e+19,0.18762360280151769
1.5681095662524127e+19,0.2,7.920421308979587e+19,0.19798310027707822
1.7949786162819971e+19,0.205,8.011505958349138e+19,0.22405008816243493
2.012213687852479e+19,0.21,7.953099944738211e+19,0.2530099837590704
2.0965179154535703e+19,0.215,7.966027503444751e+19,0.2631823596575549
2.2860155672401568e+19,0.22,8.028778450295823e+19,0.2847276931842512
2.4352933240950505e+19,0.225,8.001276373591246e+19,0.3043631053831487
2.5536091313843212e+19,0.23,8.045889805353866e+19,0.31738057482282545
2.7199501052640272e+19,0.235,8.019905629022423e+19,0.3391498891733932
2.630332471837453e+19,0.24,8.035109346423289e+19,0.3273549068760722
2.7182095102638604e+19,0.245,7.9959397608358e+19,0.3399487229228114
2.8127998258699784e+19,0.25,8.0173129503035e+19,0.3508407172459818
2.8443755632290288e+19,0.255,8.062628976358552e+19,0.3527851240047607
2.8109996919743447e+19,0.26,8.071606394415645e+19,0.3482577760381304
2.8807129609998647e+19,0.265,8.039316764246919e+19,0.358328082531988
2.8766974914132374e+19,0.27,8.057796513672949e+19,0.3570079595000799
2.8684582091613094e+19,0.275,8.138175208247794e+19,0.3524694585408058
2.935240302719086e+19,0.28,8.052742622312271e+19,0.3645019393251462
2.9161817256523465e+19,0.285,8.095576271581399e+19,0.3602191651123431
2.9056846964018946e+19,0.29,8.168719270180531e+19,0.35570872254221536
3.0169542222197903e+19,0.295,8.249565893315677e+19,0.3657106642016543
3.064467793869291e+19,0.3,8.326989415101009e+19,0.36801629509842704
2.811147016496527e+19,0.305,8.536962281224236e+19,0.3292912541829102
2.382216812933166e+19,0.31,8.371840337999995e+19,0.2845511520472056
2.358533561879705e+19,0.315,8.082587462946796e+19,0.29180427340774084
2.234327240415023e+19,0.32,8.037944976451455e+19,0.2779724478036202
2.1490778560653234e+19,0.325,7.969906525398978e+19,0.2696490666755642
2.0331032311563575e+19,0.33,7.988545667672182e+19,0.2545022981321696
1.9701507960057074e+19,0.335,7.928475166437895e+19,0.24849050474996398
1.8919428926648377e+19,0.34,7.862475608484933e+19,0.2406294132884957
1.8019151906281798e+19,0.345,7.811615165388512e+19,0.23067126995861953
1.7730454299537066e+19,0.35,7.775358879492661e+19,0.228033902670406
1.7418532811024822e+19,0.355,7.727837474792995e+19,0.22539983362540128
1.6520114015556649e+19,0.36,7.657937833211278e+19,0.21572536073499446
1.7031102446558157e+19,0.365,7.709943135254168e+19,0.22089789960554237
1.6737938900599435e+19,0.37,7.645479180394072e+19,0.21892596272476816
1.5973244890013645e+19,0.375,7.645356793004568e+19,0.20892739635943505
1.5997180181007755e+19,0.38,7.619212783439485e+19,0.2099584384331404
1.6433356403221107e+19,0.385,7.598699658656191e+19,0.21626537620158157
1.5761899338341962e+19,0.39,7.600885701980927e+19,0.207369245589815
1.6319900690899876e+19,0.395,7.641733389909616e+19,0.21356281171035335
1.605680574519072e+19,0.4,7.621031014245874e+19,0.21069072826466634
1.614515397311679e+19,0.405,7.595451942959165e+19,0.21256344052157466
1.6222084191372605e+19,0.41,7.615308620576203e+19,0.21301939290472488
1.6334826575813882e+19,0.415,7.633722740533566e+19,0.21398244514539633
1.6070632435982105e+19,0.42,7.617934598974692e+19,0.21095786826714255
1.6496483972089485e+19,0.425,7.618627995287568e+19,0.21652827756248544
1.6278778092096276e+19,0.43,7.619420969311607e+19,0.21364849320783777
1.6767501604273959e+19,0.435,7.622347252557912e+19,0.21997819108342392
1.6493642265127336e+19,0.44,7.645264047278059e+19,0.21573672489440784
1.6835571076537162e+19,0.445,7.611106467399121e+19,0.22119741917485275
1.6615710160767265e+19,0.45,7.664165814538387e+19,0.21679737316288777
1.6180675898443923e+19,0.455,7.71156428198652e+19,0.2098235235649976
1.5988478436013914e+19,0.46,7.71398447388569e+19,0.2072661474772219
1.6373182022015627e+19,0.465,7.680279808459653e+19,0.2131847072027368
1.6160703519822778e+19,0.47,7.667453281053034e+19,0.21077015962728235
1.6601596520979053e+19,0.475,7.645988707019599e+19,0.21712818521086127
1.6462717575251077e+19,0.48,7.69165650825451e+19,0.21403344725006462
1.6588975320715258e+19,0.485,7.667090901985318e+19,0.21636596634611058
1.6519064144616524e+19,0.49,7.657200680177888e+19,0.21573241755801495
1.6645684675845804e+19,0.495,7.639129501058017e+19,0.21790028135457556
1.6570543132917268e+19,0.5,7.66545963738169e+19,0.21617155287216813
1.6901907883412484e+19,0.505,7.665497611598424e+19,0.22049329006167503
1.6832169169467625e+19,0.51,7.587716081026723e+19,0.22183446230357634
1.694460007915215e+19,0.515,7.621109125702936e+19,0.22233771751154735
1.6769534532438712e+19,0.52,7.606978877715985e+19,0.22044933740467815
1.7148296873912492e+19,0.525,7.643537572926197e+19,0.2243502659639254
1.6588115269582404e+19,0.53,7.589678918036457e+19,0.21856148921084995
1.7159788558719222e+19,0.535,7.61742628982767e+19,0.22527016220208718
1.6931259351104076e+19,0.54,7.616288990608355e+19,0.22230326832374678
1.69880315491981e+19,0.545,7.59561211451659e+19,0.22365585937084512
1.6964239976623094e+19,0.55,7.568227426055335e+19,0.2241507690191743
1.7175405996617249e+19,0.555,7.584713903539134e+19,0.2264476447635416
1.6949305419940014e+19,0.56,7.637262119053348e+19,0.22192907819223717
1.7123382930951262e+19,0.565,7.632515897541278e+19,0.22434781873782078
1.7092066439764584e+19,0.57,7.605386077616484e+19,0.22473634165750614
1.7392406715773782e+19,0.575,7.672856423154894e+19,0.22667447110423633
1.7013594332258298e+19,0.58,7.618077225803162e+19,0.2233318700765019
1.737221826865806e+19,0.585,7.636688787375335e+19,0.22748364837620602
1.7140245201370843e+19,0.59,7.617200657462873e+19,0.22502026626511232
1.743297109537742e+19,0.595,7.617500562485377e+19,0.2288542147437601
1.7379755074138493e+19,0.6,7.665589202265406e+19,0.22672432106069898
1.7514209002269106e+19,0.605,7.622606349413084e+19,0.2297666729650501
1.7215169682569048e+19,0.61,7.663908519338531e+19,0.2246265027711328
1.7278072313322822e+19,0.615,7.645513831415384e+19,0.22598968093324606
1.7211049681078743e+19,0.62,7.636418907112838e+19,0.22538116217076234
1.7552407878821747e+19,0.625,7.650603766299419e+19,0.22942513316582086
1.7447699925734e+19,0.63,7.669098599132407e+19,0.22750652766034107
1.7533366889335777e+19,0.635,7.608058660148958e+19,0.23045782994781078
1.7218518882828984e+19,0.64,7.60748365067877e+19,0.22633658741143245
1.7403758002126303e+19,0.645,7.69224706848432e+19,0.22625063713086818
1.7275219018860616e+19,0.65,7.654655741830001e+19,0.22568250750269042
1.7423517767941001e+19,0.655,7.66882437952236e+19,0.2271993320705852
1.6999827608335577e+19,0.66,7.655136871098332e+19,0.22207085117599604
1.6833162818749716e+19,0.665,7.729416316603703e+19,0.2177805170435714
1.6686240444821907e+19,0.67,7.726709787331487e+19,0.21595531479880653
