t,pohm,pss,psw,pdw_dt,prad_core,psol
0.07,1.2587924940652203e-10,0.0,0.0,30599.758916765102,149814.07780566605,-180413.83672243104
0.075,1133819.481441781,0.0,0.0,44572.35182255531,154536.41947772136,934710.7101415043
0.08,950852.4859620275,0.0,0.0,105742.50776176213,157709.09462701165,687400.8835732536
0.085,1007661.2253267514,0.0,0.0,27251.771163414047,159288.78102460728,821120.6731387301
0.09,980310.2615610099,0.0,0.0,2345.6976364273432,159338.98499541523,818625.5789291674
0.095,907177.3711191269,0.0,0.0,-93335.95722945491,157998.59315899276,842514.7351895891
0.1,983252.0240539516,0.0,0.0,-128660.23106681548,155414.48520062963,956497.7699201374
0.105,1014365.9957964261,0.0,0.0,26231.552590264368,151773.12238870896,836361.3208174527
0.11,998121.9797414285,0.0,0.0,117097.43117533911,147388.26509192004,733636.2834741693
0.115,942411.3857750718,0.0,0.0,148129.88962121189,142494.53334498216,651786.9628088777
0.12,954971.4984520073,0.0,0.0,147399.77819142994,137341.5907250225,670230.1295355549
0.125,989346.9127849384,0.0,0.0,146459.4727536101,132225.78124379,710661.6587875382
0.13,977508.0593847986,0.0,0.0,35005.05268960323,127353.5818427304,815149.424852465
0.135,957882.5539036804,0.0,0.0,50373.37882790742,122919.88693675135,784589.2881390217
0.14,997060.470412982,0.0,0.0,112561.31700464118,119069.32072700237,765429.8326813385
0.145,938827.2231491067,0.0,0.0,112885.51974667315,115820.80253683322,710120.9008656003
0.15,921247.5566807751,0.0,0.0,11141.762882156228,113314.11150959159,796791.6822890274
0.155,809939.9889827147,0.0,0.0,49190.6639888777,111512.57856120089,649236.7464326362
0.16,758122.9806033515,0.0,0.0,93935.59094237938,110431.10102494978,553756.2886360222
0.165,816857.8767696425,0.0,0.0,-32483.848107045425,110043.00837272198,739298.7165039659
0.17,735150.4820880991,0.0,0.0,103735.67184581049,110382.04641781712,521032.7638244715
0.175,779116.8943407263,0.0,0.0,134166.2914761836,111376.99257096564,533573.6102935771
0.18,817906.737797852,0.0,0.0,9702.424634233477,112937.37291312868,695266.9402504899
0.185,775035.7696331374,0.0,0.0,34824.83963495542,114980.62381184535,625230.3061863367
0.19,717791.1091236867,0.0,0.0,89862.3813450989,117364.37614457613,510564.35163401166
0.195,744242.4344253059,0.0,0.0,54815.233719326505,119886.12050388365,569541.0802020957
0.2,756528.7246409979,0.0,0.0,471.9169050838977,122421.95944186977,633634.8482940443
0.205,745946.1318805884,0.0,0.0,5322.277400450564,124868.07921728329,615755.7752628545
0.21,775062.9728185646,0.0,0.0,40809.45250521016,127217.76038896032,607035.7599243941
