data,t,greenwald_density,greenwald_fraction
1.4840474226189904e+19,0.205,7.861941031293755e+19,0.18876348941207674
1.6561951794730537e+19,0.21,7.913587064241603e+19,0.2092850139928011
1.833512164718674e+19,0.215,7.934655160756113e+19,0.23107647749923818
1.9979987990818947e+19,0.22,7.910586408382169e+19,0.2525727798086861
2.158427757358016e+19,0.225,7.907188333815918e+19,0.2729703234874619
2.267076998089534e+19,0.23,7.927204637460824e+19,0.2859869401347642
2.3456300690848694e+19,0.235,7.915877554645775e+19,0.29631965033469154
2.496355734621144e+19,0.24,7.922057869764531e+19,0.3151145542812531
2.50333371916839e+19,0.245,7.950409570802804e+19,0.3148685230458652
2.5409529736590586e+19,0.25,7.974335039566248e+19,0.31864136144915095
2.616744171325257e+19,0.255,8.014314321133453e+19,0.32650880243428915
2.578385016360166e+19,0.26,8.013902946186945e+19,0.3217389870670913
2.605576628581845e+19,0.265,8.014015124231451e+19,0.3251274908009013
2.6718292462545658e+19,0.27,7.989754253115598e+19,0.3344069368857857
2.695477086024801e+19,0.275,7.990643399940882e+19,0.33732916751669123
2.7508208016152162e+19,0.28,8.04223361245778e+19,0.3420468658550371
2.8125090380545745e+19,0.285,8.016510832447496e+19,0.35083954813242557
2.8876276486155686e+19,0.29,8.038036181355672e+19,0.359245415604555
2.5382426689559912e+19,0.295,8.336403109770066e+19,0.3044769591313586
2.1017395612224168e+19,0.3,8.268820208327567e+19,0.25417647358032347
2.1344827620622238e+19,0.305,8.054144361109688e+19,0.2650167002678529
2.0572282254564323e+19,0.31,8.032247583032808e+19,0.2561211173074506
1.947810039119848e+19,0.315,7.988849845910318e+19,0.243816078245228
1.976374928799334e+19,0.32,8.02276754931597e+19,0.24634577988836806
2.066896358243188e+19,0.325,7.967495826466031e+19,0.2594160578506329
2.244724238071313e+19,0.33,7.910990636026541e+19,0.28374755341623975
2.3404832058302145e+19,0.335,7.852713526900692e+19,0.29804770004820946
2.3568993116386464e+19,0.34,7.83244896455504e+19,0.300914735902469
2.5092596280453722e+19,0.345,7.789560417399217e+19,0.32213109515660776
2.528462573267357e+19,0.35,7.749390376477917e+19,0.3262789007174185
2.4965983434364084e+19,0.355,7.709513996573691e+19,0.32383342770321993
2.567696559170766e+19,0.36,7.693693365589628e+19,0.3337404335159624
2.6841507572340347e+19,0.365,7.744137930359487e+19,0.3466042032530579
2.73591953588178e+19,0.37,7.673183240227704e+19,0.35655600162633294
2.6658789631898116e+19,0.375,7.741008791379939e+19,0.3443839214029084
2.8088181362304266e+19,0.38,7.725211578250945e+19,0.3635910949207125
2.833252644422067e+19,0.385,7.753194315675858e+19,0.3654303670286752
2.9082504380394234e+19,0.39,7.734290138556249e+19,0.37602034394100237
3.003168706494594e+19,0.395,7.811458013830278e+19,0.38445687107034926
3.0209036995033137e+19,0.4,7.830049989221084e+19,0.3858089927474175
3.0013688887162946e+19,0.405,7.86696544673199e+19,0.3815154533268086
3.0850131883414385e+19,0.41,7.823092433155206e+19,0.39434702001816846
3.094431569164408e+19,0.415,7.871573311177012e+19,0.3931147493437633
3.1405030927449735e+19,0.42,7.813807629066186e+19,0.4019171243815596
3.1390090365151363e+19,0.425,7.854499276363629e+19,0.39964470376377614
3.2025228874097857e+19,0.43,7.839029205289609e+19,0.4085356494460809
3.2394741186074292e+19,0.435,7.829631882690263e+19,0.41374539277756506
3.2651680883313537e+19,0.44,7.884263119365454e+19,0.4141373821367523
3.278461869032141e+19,0.445,7.836824639242473e+19,0.41834059328256773
3.373231138884823e+19,0.45,7.872419558435083e+19,0.4284872158865692
3.3857033033062105e+19,0.455,7.953034483442387e+19,0.4257121367139785
3.4594667172212388e+19,0.46,7.893953918257098e+19,0.4382425781863511
3.4816397104698474e+19,0.465,7.922401213893455e+19,0.43946773414657697
3.5642501606714302e+19,0.47,7.920695021193342e+19,0.4499920967963788
3.5989727056823157e+19,0.475,7.934316890062868e+19,0.45359578594469263
3.689001220320646e+19,0.48,7.96630603074993e+19,0.4630755090353178
3.732409126647798e+19,0.485,8.073554155802834e+19,0.46230062431242186
3.779802993060733e+19,0.49,8.050424877515876e+19,0.46951596351360136
3.821609386532356e+19,0.495,8.074509249868562e+19,0.47329308423227884
3.907776212221384e+19,0.5,8.14531171035525e+19,0.4797577245881669
3.93310348480414e+19,0.505,8.016470673738829e+19,0.4906278142685161
4.0055337274123305e+19,0.51,8.16965527764158e+19,0.49029409335967106
4.062749735803096e+19,0.515,8.12019125523465e+19,0.5003268529154483
4.111017321536715e+19,0.52,8.118783512053827e+19,0.5063587808977975
4.1510671091002786e+19,0.525,8.143444953795774e+19,0.5097433742909269
4.251527438903034e+19,0.53,8.090509316629838e+19,0.5254956483597548
4.2738425607042925e+19,0.535,8.150304391808277e+19,0.5243782753684456
4.351286621528813e+19,0.54,8.11709616639614e+19,0.5360644413137111
4.368714666664935e+19,0.545,8.174653213093716e+19,0.5344220180089554
4.422095165674747e+19,0.55,8.146919607088772e+19,0.5427935193845546
4.456207386958491e+19,0.555,8.190600423951334e+19,0.5440635797502027
3.934774357254707e+19,0.56,8.275828002953688e+19,0.47545385861697037
3.984872201453811e+19,0.565,8.071351453745055e+19,0.49370569777442364
4.018677751670985e+19,0.57,8.206304830895869e+19,0.4897061265066694
4.011484065272728e+19,0.575,8.166018410775776e+19,0.4912411243133157
4.045784736477556e+19,0.58,8.191434067640336e+19,0.4939043277489266
4.053890612380526e+19,0.585,8.19830267648759e+19,0.49447925654256764
4.0903807616750305e+19,0.59,8.149670040564725e+19,0.5019075301595389
3.870828835964938e+19,0.595,8.187315266386221e+19,0.4727836549615944
3.755356928166527e+19,0.6,8.085968030147471e+19,0.46442886172257564
3.69495001411947e+19,0.605,8.077113536196393e+19,0.4574592145524631
3.639133827146711e+19,0.61,8.046489330544281e+19,0.45226354968652555
3.54673456827581e+19,0.615,8.028551848825977e+19,0.4417651694924848
3.619553187211421e+19,0.62,8.022867145230467e+19,0.45115457126361835
3.624432094923031e+19,0.625,8.052404967985927e+19,0.45010554105670825
3.6962766235327594e+19,0.63,8.021739504530907e+19,0.460782430225389
3.726164406496627e+19,0.635,8.056218009334356e+19,0.46252030446287545
3.515641044996475e+19,0.64,8.0473490298946e+19,0.4368694624697447
3.5566651585058853e+19,0.645,7.951083023937783e+19,0.4473183273018375
3.4345081204118008e+19,0.65,8.023264050396237e+19,0.42806868860837055
3.410511783640364e+19,0.655,8.04444921179247e+19,0.4239583958887884
3.38853346853568e+19,0.66,7.966444277739466e+19,0.4253508027419731
3.36703197583229e+19,0.665,8.004217371637873e+19,0.4206572384906767
3.4385762617428726e+19,0.67,7.986547288800707e+19,0.43054603414978637
3.2927410289540186e+19,0.675,8.056891153669546e+19,0.4086862992376812
3.3841777041621873e+19,0.68,7.968861933530327e+19,0.4246751584341913
3.305811551638847e+19,0.685,8.027327820244846e+19,0.4118196771909104
3.2377842541999112e+19,0.69,7.98380862381428e+19,0.4055438208453766
3.18031157920135e+19,0.695,8.018867281128574e+19,0.39660359346335927
3.212596162370678e+19,0.7,8.02363327251617e+19,0.40039169952781556
3.228833340224195e+19,0.705,8.031570405869398e+19,0.40201768484337674
3.202154498793655e+19,0.71,8.104617299499573e+19,0.39510249287049926
3.165709753192645e+19,0.715,8.046314552430192e+19,0.3934359926603317
3.234154835018199e+19,0.72,8.041722567437089e+19,0.4021718988558604
3.204994913468944e+19,0.725,8.074562989546786e+19,0.39692487601100945
3.2006906765975597e+19,0.73,8.073597104122415e+19,0.3964392370983279
3.2017004373548667e+19,0.735,8.042884349374264e+19,0.3980786367522441
3.266861047667228e+19,0.74,8.065981324734983e+19,0.40501718466036296
3.2101679697272726e+19,0.745,8.040493143991774e+19,0.39925013456743724
3.118951415047589e+19,0.75,8.057346364367633e+19,0.38709412181170083
3.1581356732143333e+19,0.755,8.007089016907976e+19,0.3944174551507461
3.1874210452031803e+19,0.76,8.067182493889959e+19,0.39510957482582254
3.232031321904758e+19,0.765,8.051901509353788e+19,0.40139975857257437
3.106088801834516e+19,0.77,8.117206005146645e+19,0.3826549184368522
3.1929052202914198e+19,0.775,8.081383078788225e+19,0.3950939077089493
3.2837130639941616e+19,0.78,8.095329318750926e+19,0.40563057223480864
3.3166564178582995e+19,0.785,8.086818629787877e+19,0.4101311739132324
3.3240025068699374e+19,0.79,8.073140489949458e+19,0.4117359918371429
3.2336834061356233e+19,0.795,8.051928330841222e+19,0.40160360018974306
3.3296343676102554e+19,0.8,8.039090800485879e+19,0.4141804652099481
3.3070074700212036e+19,0.805,8.179225323556204e+19,0.40431793222482915
3.2809658134139224e+19,0.81,8.044960155965977e+19,0.407828721312041
3.3256155823937425e+19,0.815,8.027194219095836e+19,0.41429364876739355
3.301171279041129e+19,0.82,8.115390237789869e+19,0.4067791174932044
3.2891583367558095e+19,0.825,8.066054647562365e+19,0.40777783941121987
3.363953684224176e+19,0.83,8.031315091685733e+19,0.41885465155098267
3.277667086292742e+19,0.835,8.110728833321173e+19,0.4041149881410357
3.3666604353723458e+19,0.84,8.08470228347445e+19,0.4164235512115238
3.292437256697934e+19,0.845,8.159891262435063e+19,0.4034903347125498
3.2259287259327468e+19,0.85,8.12428200444433e+19,0.39707247042483573
3.250832651406899e+19,0.855,8.057159381607717e+19,0.40347131010311865
3.2208612637776843e+19,0.86,8.132596873984143e+19,0.3960433934800202
3.1866951683091886e+19,0.865,8.083811457295804e+19,0.3942070130090839
3.1716273180828234e+19,0.87,8.142353098564937e+19,0.3895222031874069
3.1888760111047684e+19,0.875,8.092615768703998e+19,0.39404762344418764
3.136267946066658e+19,0.88,8.068835041419338e+19,0.3886890647742102
3.0324759171219853e+19,0.885,8.039279227856478e+19,0.3772074375292644
3.0386046730287743e+19,0.89,8.087774585835848e+19,0.3757034324807092
2.977078924982891e+19,0.895,8.036514874962448e+19,0.3704440259617888
3.0286823699034776e+19,0.9,8.042162549902249e+19,0.3766004916103431
2.9266944587259175e+19,0.905,8.056365403669794e+19,0.36327727356963785
2.8141069754702606e+19,0.91,8.030410125584789e+19,0.3504312894934905
2.717671233475085e+19,0.915,7.923032082202385e+19,0.343008990154139
2.5079505604323615e+19,0.92,8.081042110668943e+19,0.31034989374962624
2.178794223146038e+19,0.925,8.061647998292094e+19,0.270266603504349
2.114020869461836e+19,0.93,7.918048341082305e+19,0.2669876184631722
2.0479243092658913e+19,0.935,7.91782348269066e+19,0.2586473812838726
2.030122834042342e+19,0.94,7.955815674019283e+19,0.2551746944907187
1.9285222757555814e+19,0.945,7.99870845322344e+19,0.2411042091399639
1.903225467367776e+19,0.95,8.018959157459113e+19,0.23734071093221926
1.8943407750840144e+19,0.955,7.974555227756798e+19,0.23754814168073457
1.9061787346703938e+19,0.96,7.879206582871143e+19,0.24192521348714172
2.0540327499772957e+19,0.965,7.932759613087638e+19,0.25893041642009523
2.0733010697742356e+19,0.97,7.931466590524365e+19,0.26140197983701846
2.0081811913728733e+19,0.975,7.807489008561567e+19,0.25721217015749037
2.0046402643893776e+19,0.98,7.715314891710616e+19,0.25982611112129406
2.1972188694655447e+19,0.985,7.767015367037136e+19,0.2828910161283371
2.3454081152107114e+19,0.99,7.798050564916657e+19,0.3007685184503261
2.4388829892369707e+19,0.995,7.775950016818645e+19,0.31364437579484145
2.580873931069424e+19,1.0,7.764376992352395e+19,0.3323993584561238
2.6512684064800223e+19,1.005,7.780800071079869e+19,0.3407449596776572
2.720575475303862e+19,1.01,7.816517423998106e+19,0.34805468058591016
2.855204476807534e+19,1.015,7.791716845624656e+19,0.36644099540280906
2.9282713989601853e+19,1.02,7.821223667090101e+19,0.374400672273531
2.900293268957295e+19,1.025,7.846935433450696e+19,0.3696084023571338
2.9194852440927388e+19,1.03,7.897374563666734e+19,0.3696779506349295
2.9885320762657604e+19,1.035,7.867527512745705e+19,0.379856577739858
2.9922100887381328e+19,1.04,7.923554245324766e+19,0.3776348335727826
2.995137935799003e+19,1.045,7.954809795734154e+19,0.3765191139334564
3.0368331843748688e+19,1.05,7.93296870431849e+19,0.38281169352422884
3.0458569027886e+19,1.055,7.978580192308973e+19,0.3817542506779191
3.0746044560837386e+19,1.06,8.038259419151475e+19,0.38249629624522574
3.119631266347646e+19,1.065,8.045168845448703e+19,0.3877645486722728
3.1300907464840974e+19,1.07,8.035800244702505e+19,0.3895182372841546
3.162450683803572e+19,1.075,8.057682765091127e+19,0.39247644465533965
3.2616865212012093e+19,1.08,8.094699418504277e+19,0.4029410299961326
3.2970029111264735e+19,1.085,8.1289951427866e+19,0.4055855432577204
3.372912824465391e+19,1.09,8.183271518231878e+19,0.4121716867087603
3.4277596319986057e+19,1.095,8.189688521249282e+19,0.41854578756015054
3.487629821721781e+19,1.1,8.210614294620786e+19,0.42477087542727643
3.5351161944524485e+19,1.105,8.189905534108133e+19,0.4316430976804199
3.6552842279951905e+19,1.11,8.274006529649815e+19,0.44177922931248825
3.712215353132979e+19,1.115,8.290529523346668e+19,0.4477657720992538
3.454306994211554e+19,1.12,8.450037184203188e+19,0.4087919282378027
2.7627935135775867e+19,1.125,8.64102333012814e+19,0.319729898650397
,1.13,,
