data,t,greenwald_density,greenwald_fraction
3.049679423390309e+19,0.56,6.614099230433582e+19,0.4610876427976406
3.0800513910719394e+19,0.565,6.601534746245865e+19,0.4665659591996378
3.089032268942055e+19,0.57,6.651093289400832e+19,0.4644397747156441
3.0517680132983026e+19,0.575,6.681339478123237e+19,0.45675990919047454
3.1434433290612666e+19,0.58,6.7083340873618645e+19,0.4685877727800323
3.112989655506479e+19,0.585,6.6707548117381276e+19,0.4666622808604414
3.1135251449959846e+19,0.59,6.666619595815167e+19,0.46703206928897456
3.119603354484142e+19,0.595,6.719652122710699e+19,0.4642507227332027
3.134435450795431e+19,0.6,6.730385476819667e+19,0.4657141053199462
3.049373774025332e+19,0.605,6.743883043435852e+19,0.4521688401748656
3.0850233445177655e+19,0.61,6.732359651993767e+19,0.45823804787436534
2.991509686598617e+19,0.615,6.744436166796136e+19,0.4435522277349536
2.9778075516325806e+19,0.62,6.75363133294426e+19,0.4409194705530956
2.9785044669908177e+19,0.625,6.714020518284714e+19,0.4436245702376496
2.9588564600686883e+19,0.63,6.738883403636046e+19,0.43907221461528795
2.941638565522674e+19,0.635,6.719887221240388e+19,0.43775118073777625
2.942323913040283e+19,0.64,6.724001982577643e+19,0.43758522389851295
2.933973041998424e+19,0.645,6.718521735973662e+19,0.43669919623668924
2.918829746485029e+19,0.65,6.750667237520115e+19,0.4323764812850222
2.912818302298635e+19,0.655,6.7329475247578006e+19,0.4326215660508086
2.9252948118481326e+19,0.66,6.736845984055044e+19,0.4342231986261527
2.922724689883065e+19,0.665,6.719760330286883e+19,0.43494478169257667
2.898843535039848e+19,0.67,6.755919600514725e+19,0.4290820060704969
2.8656477829288653e+19,0.675,6.739778603369676e+19,0.42518426072573545
2.883611664708651e+19,0.68,6.752368998544348e+19,0.4270518488148811
2.8644385331995533e+19,0.685,6.759535229743221e+19,0.42376264578006595
2.862785194792269e+19,0.69,6.7839325616267166e+19,0.42199493712328456
2.8472244689735172e+19,0.695,6.759164329200016e+19,0.4212391251790296
2.8338040719745163e+19,0.7,6.759594036162159e+19,0.41922696197646847
2.837623047812959e+19,0.705,6.773473549460284e+19,0.41893173821267277
2.818155184864531e+19,0.71,6.766638867200136e+19,0.4164778467083485
2.7963204098116805e+19,0.715,6.796880786275717e+19,0.4114123077541715
2.809986264485076e+19,0.72,6.815903080913024e+19,0.41226910522745647
2.7784049973975155e+19,0.725,6.78411838203991e+19,0.40954547679371117
2.7946814577093095e+19,0.73,6.798518165761182e+19,0.41107214683692894
2.7896053450079203e+19,0.735,6.8121223924973306e+19,0.4095060517527267
2.770569782958835e+19,0.74,6.795229763796102e+19,0.4077227524696792
2.7533760854488306e+19,0.745,6.799219972097882e+19,0.40495470020795393
2.7695681418377265e+19,0.75,6.833146534064752e+19,0.4053137347532084
2.7667886766130668e+19,0.755,6.8199401760117e+19,0.40569104789876387
2.7739553897159442e+19,0.76,6.856736812842991e+19,0.4045591168849
2.786906627661724e+19,0.765,6.843347016378864e+19,0.40724321315162637
2.768392263323781e+19,0.77,6.810404273981014e+19,0.40649455626303377
2.772949110375835e+19,0.775,6.826908489781586e+19,0.4061793291247925
2.7779352974947807e+19,0.78,6.868366011151312e+19,0.404453590997421
2.789248472833123e+19,0.785,6.850278889719196e+19,0.40717298050728834
2.801935227835336e+19,0.79,6.903284932449719e+19,0.4058843369863676
2.7879890162037408e+19,0.795,6.856879696665126e+19,0.4065973357472921
2.8226075405226172e+19,0.8,6.9041856138618814e+19,0.4088255586372889
2.812548492702967e+19,0.805,6.874646021946888e+19,0.4091190271795926
2.8307893017793434e+19,0.81,6.942713483370439e+19,0.4077352909002802
2.8295061550947475e+19,0.815,6.87588232182877e+19,0.4115117191741274
2.8097935130972996e+19,0.82,6.880648207562835e+19,0.40836174562869343
2.830211178710471e+19,0.825,6.88483321178521e+19,0.41107912009630343
2.843357070360146e+19,0.83,6.91005453556211e+19,0.4114811331411364
2.867851966633391e+19,0.835,6.93883745731948e+19,0.4133043876980023
2.8646229175530254e+19,0.84,6.887922413162022e+19,0.4158907063295404
2.8389224790402867e+19,0.845,6.926284834659809e+19,0.409876657805645
2.885061686035809e+19,0.85,6.944340741324099e+19,0.41545508688355426
2.8944788062962774e+19,0.855,6.7904063003754316e+19,0.42626003191241235
2.961094785826789e+19,0.86,6.198433131526676e+19,0.4777166620973889
3.104874350633437e+19,0.865,7.702312880474746e+19,0.4031093515435149
inf,0.87,inf,
inf,0.875,inf,
