t,pohm,pss,psw,pdw_dt,prad_core,psol
0.285,323720.33756773017,1019999.9999999995,509999.99999999977,183646.42990573836,278469.7457996872,1391604.161862304
0.29,924136.1457345851,1011199.9999999979,505599.99999999895,-2582236.347323371,272082.92507896316,4751089.56797899
0.295,2111607.040985016,1020000.0000000005,510000.00000000023,-5061531.229105353,264655.79216179997,8438482.47792857
0.3,2025407.8619840513,1003199.9999999997,501599.9999999998,-2387659.8610627507,256566.8327955307,5661300.890251271
0.305,1124233.8006657434,1027999.9999999995,513999.99999999977,262523.0449357546,248342.9790962012,2155367.776633787
0.31,728264.6423243678,1020799.999999997,510399.9999999985,379784.92924504547,240457.128695486,1639222.5843838318
0.315,542394.7948666713,1028799.9999999997,514399.9999999998,464135.76177902997,233440.05927927594,1388018.973808365
0.32,272175.61988368985,1009599.9999999969,504799.9999999984,855629.1277891094,227664.75919100115,703281.7329035746
0.325,134167.2992409601,1037599.9999999988,518799.9999999994,869315.5980771142,223564.27517692198,597687.4259869222
0.33,201138.96420160696,1027199.9999999997,513599.9999999998,733368.3877289662,221408.12776070478,787162.4487119354
0.335,247885.40509696014,1037600.0000000006,518800.0000000003,624671.382509144,221314.82640609372,958299.1961817234
0.34,271478.6950386987,1017599.9999999997,508799.9999999998,649172.5285598597,223373.66945113256,925332.4970277059
0.345,207883.21763149428,1045599.9999999988,522799.9999999994,815812.5702687165,227470.64179340543,733000.0055693706
0.35,252863.7078977788,1035999.9999999987,517999.99999999936,578369.9506610825,233356.64798960843,995137.1092470859
0.355,359032.7393771857,1045600.0000000006,522800.0000000003,517949.11949141877,240771.87700759806,1168711.7428781698
0.36,443632.59778110246,1028000.0000000005,514000.00000000023,578691.204946191,249352.06878225575,1157589.3240526563
0.365,512775.61865962646,1054400.0000000005,527200.0000000002,561529.4711640058,258764.76225470792,1274081.3852409134
0.37,499182.9732052042,1044000.0000000005,522000.00000000023,494150.2659216157,268537.83437826287,1302494.8729053263
0.375,467522.7124371966,1054400.0000000005,527200.0000000002,511938.2430343188,278325.3750026227,1258859.0944002557
0.38,419750.29862381244,1034400.0000000005,517200.00000000023,660424.7653105714,287837.0089645411,1023088.5243487007
0.385,500108.0876365834,1060800.0000000007,530400.0000000003,516122.0163914038,296775.484274434,1278410.5869707465
0.39,491137.0317961168,1051200.0000000007,525600.0000000003,534884.5715245288,304912.2709401078,1228140.1893314812
0.395,402762.55959114025,1061600.0000000005,530800.0000000002,664295.2382922489,312139.64035239874,1018727.6809464933
0.4,402261.2063998703,1042400.0000000005,521200.00000000023,517098.5201222383,318362.9315916044,1130399.7546860282
0.405,378888.5759734715,1072000.0000000005,536000.0000000002,405221.2927787047,323706.96746494126,1257960.3157298262
0.41,393910.63747277774,1059200.0000000007,529600.0000000003,458364.3486839219,328130.7843239721,1196215.5044648848
0.415,408263.5356671615,1071200.0000000005,535600.0000000002,464358.9312089663,331889.94441187446,1218814.6600463213
0.42,446188.9418219433,1050399.9999999995,525199.9999999998,312937.82295033,335088.25610883493,1373762.8627627776
0.425,441856.63760033384,1076800.0000000007,538400.0000000003,265276.3663225064,338052.3377490503,1453727.9335287781
0.43,384018.8454529229,1067999.9999999995,533999.9999999998,275033.65028820833,340921.0263775703,1370064.1687871437
0.435,311448.75916131114,1078399.9999999995,539199.9999999998,345136.53309758066,343974.4355161425,1239937.7905475872
0.44,408088.78243999183,1057599.9999999986,528799.9999999993,309637.14947773976,347416.3143921336,1337435.3185701163
0.445,439223.5306003428,1084000.0000000005,542000.0000000002,490999.98205610877,351485.16209848045,1222738.3864457542
0.45,349419.0455465598,1074399.999999998,537199.999999999,454841.2209824424,356258.45083432656,1149919.3737297878
0.455,392572.8037470171,1084799.9999999998,542399.9999999999,86793.75452905225,361915.35873028904,1571063.6904876754
0.46,312282.61524500157,1064800.0000000005,532400.0000000002,183712.8799003606,368534.61379782483,1357235.1215468168
0.465,265939.8172565415,1090400.0000000005,545200.0000000002,241549.4520747115,376142.1189674175,1283848.246214413
0.47,342564.553049451,1079999.9999999986,539999.9999999993,156470.05044316838,384781.12722950825,1421313.3753767721
0.475,311378.2662743862,1092799.9999999988,546399.9999999994,197760.5879347305,394342.16758417804,1358475.510755476
0.48,336131.1738011465,1070400.0000000023,535200.0000000012,14715.809240433737,404813.5853586866,1522201.7792020296
0.485,363907.3401211853,1099199.9999999953,549599.9999999977,-123853.72227958716,415996.4354084923,1720564.6269922731
0.49,317517.6877588261,1087199.999999997,543599.9999999985,-96854.06982010457,427820.38236650726,1617351.3752124188
0.495,292784.4495806707,1099200.0000000007,549600.0000000003,-31151.738998538334,440009.48789868853,1532726.7006805215
0.5,250141.63798999405,1077600.0000000005,538800.0000000002,39300.86124692455,452342.6250013339,1374898.1517417363
0.505,362353.7389993476,1103199.9999999986,551599.9999999993,-265933.2413899842,464552.292418057,1818534.6879712727
0.51,334368.4057164592,1092000.0000000005,546000.0000000002,-305130.7373032263,476347.4289049461,1801151.7141147403
0.515,268635.9636198494,1104800.0000000005,552400.0000000002,-191115.47678006164,487350.8725834325,1629600.5678164794
0.52,341558.6773860891,1084800.0000000007,542400.0000000003,-166408.36336636994,497201.159856973,1637965.880895487
0.525,266881.91483714647,1109600.0000000007,554800.0000000003,-166562.8805881453,505725.50579558936,1592119.2896297034
0.53,349780.30546027486,1098400.0000000005,549200.0000000002,-377799.55628672446,512571.7549985101,1862608.10674849
0.535,347430.1723830899,1110399.9999999986,555199.9999999993,-346997.0453056374,517475.75887771946,1842551.4588110058
0.54,300178.7177710027,1089600.0000000007,544800.0000000003,-231512.02393278937,520260.9311716852,1645829.810532108
0.545,322420.5816327566,1112800.0000000023,556400.0000000012,-228337.53576133013,520958.6281240989,1698999.4892699914
0.55,370469.2135176441,1104800.0000000005,552400.0000000002,-346538.92352264957,519449.2244971099,1854758.9125431844
0.555,700922.2711595482,1116799.999999997,558399.9999999985,-1813657.0371265966,515862.50546899607,3673916.802817144
0.56,572910.2104303042,1095200.0000000005,547600.0000000002,-1326698.959592364,510408.0657027407,3032001.104319928
0.565,386402.21487371513,1119200.0000000005,559600.0000000002,72975.64835186991,503243.74594383215,1488982.8205780138
0.57,395087.900820165,1108799.999999997,554399.9999999985,-129540.86668522206,494742.7067870978,1693086.060718285
0.575,327286.3110859888,1120800.0000000005,560400.0000000002,-159617.98129482768,485241.63422228873,1682862.6581585284
0.58,377527.91135206993,1101600.0000000007,550800.0000000003,-258671.25049547598,475125.715980334,1813473.445867213
0.585,282053.70264612546,1123200.0000000005,561600.0000000002,-75890.5771267819,464744.3900730035,1577999.8896999047
0.59,356405.8226977585,1113599.9999999986,556799.9999999993,-542254.2675212955,454332.3530691305,2114727.7371499212
0.595,441489.7067170836,1124000.0000000005,562000.0000000002,-561336.8882371794,444227.27495435026,2244599.3199999137
0.6,449363.86315858166,1106399.999999997,553199.9999999985,-109088.37442523072,434660.39014143375,1783391.847442374
0.605,431433.3341009961,1127200.0000000005,563600.0000000002,-96730.53909900913,425688.40583268786,1793275.467367318
0.61,430577.3503058682,1118399.9999999986,559199.9999999993,-5952.956475027898,417401.7411960819,1696728.565584812
0.615,450696.21171016735,1129600.0000000005,564800.0000000002,29231.92884169404,409802.5461999854,1706061.7366684887
0.62,302385.18430863286,1111200.0000000005,555600.0000000002,285176.7654091817,402762.1630207088,1281246.255878743
0.625,282183.5829429836,1132000.0000000007,566000.0000000003,258475.8823242561,396208.7812441441,1325498.9193745845
0.63,373988.642459283,1123199.999999997,561599.9999999985,41364.09057710111,390044.4632017286,1627380.088680449
0.635,550792.6966842646,1134400.0000000005,567200.0000000002,-436351.6747450453,384121.5834132899,2304622.7880160203
0.64,613418.1816313051,1115199.9999999986,557599.9999999993,-270838.18408979994,378372.32706048916,2178684.038660614
0.645,490618.3032283503,1136800.0000000005,568400.0000000002,121324.33895435669,372670.6645023848,1701823.2997716095
0.65,497342.16488846217,1127199.999999995,563599.9999999976,-28501.67875018374,366987.00380661496,1849656.8398320237
0.655,494842.6483624625,1137600.0000000005,568800.0000000002,102006.57952610195,361339.12590137013,1737896.942934991
0.66,497024.8944127991,1118400.0000000005,559200.0000000002,132767.72355794813,355807.0001605482,1686050.1706943035
0.665,521202.2016783753,1138400.0000000005,569200.0000000002,234211.94129029306,350432.4896182213,1644157.7707698618
0.67,464902.8675052201,1130399.999999997,565199.9999999985,26195.17451787252,345323.42224766844,1788984.2707396746
0.675,481476.66436705657,1140000.0000000007,570000.0000000003,-8348.772645644178,340664.8870325089,1859160.549980193
0.68,477895.16392045224,1122400.0000000005,561200.0000000002,155446.21673590725,336598.9745786054,1669449.9726059402
0.685,512408.50116661127,1143200.0000000005,571600.0000000002,-45094.05644636328,333200.1888921263,1939102.3687208488
0.69,599574.536387152,1134400.0000000005,567200.0000000002,-193819.42559514337,330622.56169770577,2164371.40028459
0.695,539123.1422685874,1144000.0000000005,572000.0000000002,-45138.39654043981,328955.5912626641,1971305.9475463638
0.7,448613.3185285034,1127200.0000000005,563600.0000000002,299581.58158721175,328127.06056317047,1511704.6763781218
0.705,459332.4609697137,1144000.0000000058,572000.0000000029,183063.03660401306,328206.19067044125,1664063.2336952682
0.71,511726.49230013374,1138400.0000000005,569200.0000000002,-113859.13266675624,329055.4450089395,2004130.1799579512
0.715,492812.36835458665,1148000.0000000007,574000.0000000003,20926.103317942758,330665.54304976185,1863220.7219868833
0.72,515066.8314181403,1130400.0000000005,565200.0000000002,197910.14959994925,332853.5796810898,1679903.102137102
0.725,530919.756824037,1148800.0000000005,574400.0000000002,-39051.68002638087,335496.42477581213,1957675.0120746063
0.73,425137.2963480029,1140800.0000000005,570400.0000000002,48288.862079220395,338498.42560363543,1749550.0086651477
0.735,416401.5967009825,1150400.0000000023,575200.0000000012,170692.11544974084,341718.7091596843,1629590.7720915608
0.74,460132.3974355075,1132800.0000000005,566400.0000000002,64687.34909565388,345122.36870292766,1749522.6796369266
0.745,506599.22527480574,1151199.9999999986,575599.9999999993,-113525.24373488114,348572.0278050507,1998352.441204634
0.75,456624.28379961505,1144000.0000000005,572000.0000000002,19897.108013967212,352012.0937481971,1800715.0820374514
0.755,428625.1281291277,1153599.999999997,576799.9999999985,106999.4922586105,355464.5026221694,1696561.1332483431
0.76,489322.03628479847,1136000.0000000005,568000.0000000002,54464.89065715866,358846.66240315867,1780010.4832244818
0.765,452444.7582544146,1153600.0000000005,576800.0000000002,11806.883361644579,362153.22918653174,1808884.645706239
0.77,392056.7978152526,1148000.0000000007,574000.0000000003,47885.62629945664,365362.4498480333,1700808.7216677638
0.775,371346.8106662929,1155200.0000000023,577600.0000000012,385422.4041441657,368443.8863304527,1350280.520191678
0.78,436664.68271288474,1140000.0000000007,570000.0000000003,300441.40976710315,371329.32603396906,1474893.9469118137
0.785,378690.6529058279,1154400.000000004,577200.000000002,128798.33786327354,373909.92163604003,1607582.3934065201
0.79,414430.4085009663,1150400.0000000005,575200.0000000002,-256894.83563960512,376200.92825438036,2020724.3158861918
0.795,529311.7064454763,1157600.0000000026,578800.0000000013,-128829.69504948115,378065.8992726312,2016475.5022223303
0.8,393575.7171036065,1141600.0000000007,570800.0000000003,225008.4554353931,379429.8730446627,1501537.388623552
0.805,442816.1413033598,1158399.9999999986,579199.9999999993,-90518.4387584958,380159.46820494183,1890775.1118569116
0.81,441698.9818213873,1152000.0000000005,576000.0000000002,8412.363156890273,380260.37496354687,1781026.2437009509
0.815,461921.79317604203,1160799.999999997,580399.9999999985,-91596.78648140348,379655.3115725568,1915063.2680848842
0.82,557941.0601193336,1143199.9999999986,571599.9999999993,-167960.50447682632,378315.7158894519,2062385.8487067057
0.825,317803.30853370234,1158400.0000000005,579200.0000000002,446445.3464426534,376283.1510950537,1232674.810995996
0.83,427534.68348843866,1155199.999999995,577599.9999999976,-70143.66034413244,373641.77443980955,1856836.5693927542
0.835,488074.92830749584,1161600.0000000005,580800.0000000002,-124270.65253008032,370481.98393623426,1984263.5969013425
0.84,401071.77460518514,1147999.9999999953,573999.9999999977,45318.60375573152,366925.3839123952,1710827.7869370515
0.845,486108.582607254,1160800.0000000005,580400.0000000002,-282911.34315390355,363133.7101513262,2147086.2156098317
0.85,421013.2346369551,1157599.9999999935,578799.9999999967,15494.203901740486,359177.92493586853,1782741.1057993362
0.855,456781.6953838813,1164000.0000000007,582000.0000000003,-170992.39357446192,355248.2329602356,2018525.8559981086
0.86,447942.4375807371,1147199.9999999986,573599.9999999993,-20830.677597103924,351437.8235343267,1838135.2916435122
0.865,396015.4363806126,1163200.0000000005,581600.0000000002,92684.13884487374,347720.2873249481,1700411.0102107914
0.87,380287.57946051453,1160799.9999999932,580399.9999999966,-7655.972609650034,344127.4406086863,1785016.111461468
0.875,475616.2023712913,1164800.0000000005,582400.0000000002,32402.613525463617,340614.56249889,1849799.0263469385
0.88,566529.6314494213,1151199.999999995,575599.9999999976,-305124.1500157031,337064.93351758044,2261388.8479475365
0.885,462069.8359850307,1164000.0000000007,582000.0000000003,-141388.79582251387,333269.3666448153,2016189.2651627301
0.89,477780.2853456665,1163999.9999999935,581999.9999999967,-60535.351646518386,329059.08308104886,1955256.5539111262
0.895,479957.16859257704,1168000.0000000005,584000.0000000002,-112251.44178449549,324264.94774880895,2019943.6626282644
0.9,409353.80194507417,1152799.999999995,576399.9999999976,-66232.7996208711,318763.2476236583,1886023.3539422797
0.905,517375.361241535,1167200.0000000005,583600.0000000002,-423174.83024555247,312375.21241060743,2378974.9790764805
0.91,716222.4073029225,1165599.9999999919,582799.9999999959,-792026.8232466885,305112.0715694127,2951537.1589801856
0.915,1343546.3255142232,1166400.0000000005,583200.0000000002,-2785509.9036722034,297118.53963426716,5581537.68955216
0.92,1901100.6276013074,1155199.999999995,577599.9999999976,-3168449.4114138847,288463.37436244043,6513886.664652744
0.925,1582745.1657107796,1168800.0000000005,584400.0000000002,-828245.2566445891,279476.67676750576,3884713.745587864
0.93,1001142.6108556528,1168799.9999999916,584399.9999999958,256067.5089177033,270583.1064003873,2227691.9955375497
0.935,740035.2949244247,1171200.0000000005,585600.0000000002,294933.61129964923,262237.5977068532,1939664.085917923
0.94,768105.3526258696,1157599.99999999,578799.999999995,-257651.23403115917,254982.43415263732,2507174.152504376
0.945,783230.8262771578,1169600.0000000023,584800.0000000012,-352289.66190359765,249296.18053188355,2640624.3076488753
0.95,677432.6191500489,1170399.9999999863,585199.9999999931,165539.0753413084,245741.3233760429,2021752.2204326768
0.955,443758.25864076585,1172800.0000000005,586400.0000000002,647154.7708125542,244711.62616545008,1311091.8616627622
0.96,288217.75086210744,1160000.0000000005,580000.0000000002,1025853.6262709824,246512.30839652815,755851.8161945975
0.965,274992.0972817525,1172000.0000000007,586000.0000000003,981697.2563652383,251223.51982754626,800071.3210889689
0.97,355470.85171991657,1172000.0000000007,586000.0000000003,574388.0987620896,258800.5423930723,1280282.2105647558
0.975,353641.6922601075,1174400.0000000005,587200.0000000002,685997.6418705931,268984.4196297229,1160259.6307597922
0.98,242153.4949957736,1161600.0000000005,580800.0000000002,1113841.5714283243,281210.4204746724,589501.5030927777
0.985,251138.5394908062,1171200.000000004,585600.000000002,989721.2153082185,294726.99116334924,723490.3330192444
0.99,246311.0739028877,1172800.0000000005,586400.0000000002,880059.7939766125,308764.5365092672,816686.7434170088
0.995,297480.68568668317,1175200.0000000023,587600.0000000012,909853.7974074058,322411.8629097749,828015.025369506
1.0,308093.18041944294,1164000.0000000007,582000.0000000003,1011171.1565923752,334688.71875312936,708233.3050739394
1.005,333230.74093262735,1172800.0000000077,586400.0000000038,923696.3876049292,344832.0718340283,823902.2814936814
1.01,449312.99556130957,1175200.0000000005,587600.0000000002,546303.5754394338,352287.35582389723,1313522.0642979792
1.015,356897.0893876456,1176799.999999997,588399.9999999985,716201.0187353004,356814.84878724674,1049081.2218650938
1.02,344470.7020511262,1165600.0000000007,582800.0000000003,728657.1115209993,358381.59510280116,1005831.9954273268
1.025,467790.77009358176,1174400.000000004,587200.000000002,380909.70591370115,357369.92935786635,1491111.1348220203
1.03,450717.3186569362,1176800.0000000005,588400.0000000002,428332.5183028397,354712.8878620375,1432871.9124920596
1.035,382483.203996622,1178400.000000004,589200.000000002,524465.4993404225,351467.0975506549,1274150.6071055506
1.04,367225.56480177003,1167200.0000000005,583600.0000000002,528488.0717603094,349060.76738826046,1240476.7256532009
1.045,393881.5662109876,1175200.000000004,587600.000000002,431112.004762409,348972.3961054834,1376597.1653431011
1.05,461824.3331368628,1178400.0000000005,589200.0000000002,511747.6471601284,352813.6221841456,1364863.0637925896
1.055,465651.59303705895,1179999.9999999972,589999.9999999986,325281.0937904722,362060.8662932014,1548309.6329533812
1.06,411137.833696981,1169600.0000000005,584800.0000000002,19696.429370185106,377738.5340494636,1768102.870277333
1.065,378403.3444268891,1176000.0000000077,588000.0000000038,134513.8712133717,400589.9764100098,1607299.4968035193
1.07,404569.74597150006,1180800.0000000005,590400.0000000002,333610.1454711823,430764.53362455434,1411395.0668757642
1.075,349954.4759267704,1180800.0000000005,590400.0000000002,311805.9552152843,467839.99112992274,1341508.529581564
1.08,229295.62963081786,1171200.0000000005,585600.0000000002,228854.7969058097,510593.94925590605,1246646.883469103
1.085,271228.40080459364,1177600.000000004,588800.000000002,152850.72950450113,557229.8774021529,1327547.7938979454
1.09,252291.47045872494,1184000.0000000005,592000.0000000002,69983.9831028337,605515.8690483866,1352791.6183075053
1.095,270052.63494742254,1186400.0000000007,593200.0000000003,-73897.18764129355,652663.3011117983,1470886.5214769188
1.1,396470.39472575515,1172000.0000000007,586000.0000000003,-458326.51684405695,695635.1205412397,1917161.7910285736
1.105,438378.2708486082,1180000.0000000007,590000.0000000003,-470288.4364702795,731387.0670395709,1947279.6402793177
1.11,383206.9987947927,1185600.0000000005,592800.0000000002,-378370.43768508744,757157.4440313774,1782819.9924485034
1.115,781462.9987075753,1185600.0000000005,592800.0000000002,-2420597.1040256415,770455.4887591931,4210004.613974025
1.12,2446478.0876172944,1176000.0000000005,588000.0000000002,-7959364.354707929,769445.0698337163,11400397.372491507
1.125,2.716136302113641e-10,1.305622276959184e-10,6.52811138479592e-11,-11502407.376196373,752993.7499763968,10749413.626219977
