t,pohm,pss,psw,pdw_dt,prad_core,psol
0.305,800488.834867439,0.0,0.0,71462.36447870503,171281.9504514788,557744.5199372552
0.31,767479.9657778926,0.0,0.0,84685.13270747458,173536.93658786145,509257.89648255653
0.315,835261.78699537,0.0,0.0,18770.040985874406,175579.56356264904,640912.1824468466
0.32,823127.3023733874,0.0,0.0,63146.80499390903,177345.3145292016,582635.1828502768
0.325,795374.823029486,0.0,0.0,78395.79240045273,178804.0967390495,538174.9338899837
0.33,798045.682270878,0.0,0.0,38256.076829621445,179954.21677320663,579835.3886680499
0.335,737707.61011082,0.0,0.0,122126.70622075524,180842.82622218053,434738.0776678843
0.34,710972.9938202548,0.0,0.0,49784.10054360236,181439.95262078004,479748.94065587246
0.345,724135.2981592183,0.0,0.0,-56245.13855334307,181753.79693200454,598626.6397805568
0.35,716133.7212582505,0.0,0.0,3840.2631959368523,181928.17227819582,530365.2857841179
0.355,787871.105814322,0.0,0.0,21310.178643553798,182002.8277512292,584558.0994195391
0.36,775956.1258992971,0.0,0.0,25659.008316398453,181974.2349380178,568322.8826448808
0.365,763588.3753038984,-0.0,-0.0,-14827.010461464839,181954.73501700876,596460.6507483545
0.37,732314.6933332968,-0.0,-0.0,5664.432795387073,182002.79669927654,544647.4638386331
0.375,745348.1532464063,-0.0,-0.0,45784.45197027519,182188.9843746145,517374.7169015166
0.38,778199.3771809922,-0.0,-0.0,61162.51739606285,182486.32794919552,534550.5318357338
0.385,721720.0953105536,-0.0,-0.0,126477.42057260523,182947.07967744343,412295.595060505
0.39,725618.1693025649,-0.0,-0.0,9416.704872238904,183550.3463893029,532651.1180410231
0.395,692805.7695246993,-0.0,-0.0,-152583.23636451722,184353.0600945341,661035.9457946825
0.4,727298.8708886248,-0.0,-0.0,-52539.537778490536,185225.73335222562,594612.6753148898
0.405,721213.6904254496,0.0,0.0,110668.70513894319,186160.9842047849,424384.0010817216
0.41,692534.5221807229,0.0,0.0,105955.9510692843,187150.82892114876,399427.74219028983
0.415,699868.9132454408,0.0,0.0,28827.15075599189,188137.56403568247,482904.19845376647
0.42,718303.4972107266,0.0,0.0,-16133.307203618806,189078.767519927,545358.0368944184
0.425,669378.844420359,0.0,0.0,37465.241303749615,189948.87324227882,441964.7298743306
0.43,644704.2647811694,0.0,0.0,23568.989537907673,190751.1709001491,430384.1043431126
0.435,623481.8817585908,0.0,0.0,-32146.96610233802,191503.4057586468,464125.4421022821
0.44,604378.0907995189,0.0,0.0,22833.85819024914,192235.10972996132,389309.1228793084
0.445,605807.73355959,0.0,0.0,32128.16423036381,192952.79759684153,380726.77173238463
0.45,587189.4291622477,0.0,0.0,-42332.462484638716,193740.36200275633,435781.5296441301
0.455,620817.9876075315,0.0,0.0,-40027.05420075287,194653.71505085676,466191.3267574276
0.46,598475.9473936526,0.0,0.0,33180.703084640816,195722.9517960351,369572.2925129767
0.465,593946.0831140103,0.0,0.0,-38218.79482228815,197048.7018800767,435116.17605622177
0.47,635011.0972760308,0.0,0.0,-72402.17495938303,198595.25063096138,508818.02160445246
0.475,599718.7252099258,0.0,0.0,11688.894075252378,200488.11218805882,387541.71894661465
0.48,591803.6450126362,1.424638185199017e-10,7.123190925995084e-11,18319.51774291373,202717.00340081216,370767.1238689105
0.485,675133.1690581011,1283200.000000015,641600.0000000075,3372.6977393584084,205258.13385771762,2391302.3374610473
0.49,634786.0871984271,1202400.000000004,601200.000000002,-6357.906689840397,208108.33795748692,2236635.6559307864
0.495,424331.9765545447,1136800.0000000005,568400.0000000002,498821.97360856825,211284.5279063542,1419425.475039623
0.5,378612.78175082296,1123200.0000000005,561600.0000000002,835782.7597816747,214712.71874726203,1012917.303221887
0.505,350779.1965327802,1105599.9999999986,552799.9999999993,534907.7928508037,218317.40976907057,1255953.9939129038
0.51,295210.7237368419,1097600.0000000007,548800.0000000003,374694.6633426973,222098.97719159734,1344817.0832025483
0.515,371917.33826209186,1084799.9999999988,542399.9999999994,303719.2399166421,226017.54169547063,1469380.5566499773
0.52,394325.7381569332,1091200.0000000007,545600.0000000003,280688.9952765416,229982.23186382663,1520454.5110165658
0.525,334903.8819256761,1086399.9999999986,543199.9999999993,320673.13109051087,233950.0822146909,1409880.6686204723
0.53,277352.8106326837,1086400.0000000005,543200.0000000002,240032.54514984536,237942.58921036913,1428977.67627247
0.535,357908.52636760834,1074400.0000000005,537200.0000000002,232848.32577098414,241885.4493606901,1494774.751235935
0.54,404308.2048356717,1084800.0000000007,542400.0000000003,239299.93523407166,245832.5447198452,1546375.724881756
0.545,345553.759900562,1081600.0000000007,540800.0000000003,166140.34494314686,249666.56640176565,1552146.8485556506
0.55,355770.6107334145,1084000.0000000005,542000.0000000002,186088.14198030147,253517.66209997772,1542164.806653136
0.555,379905.5346050948,1072000.0000000058,536000.0000000029,134913.14073071184,257342.61966833295,1595649.7742060586
0.56,355959.69367473526,1084000.0000000005,542000.0000000002,156172.06398088185,261193.9512556018,1564593.6784382523
0.565,334716.61681803316,1084000.0000000005,542000.0000000002,145133.3673442613,265024.1583142134,1550559.0911595593
0.57,345653.9360590853,1086400.0000000023,543200.0000000012,122250.68000668321,268940.5372862037,1584062.7187662018
0.575,402569.5686648639,1076000.0000000005,538000.0000000002,141291.54497361227,272923.97799836105,1602354.0456928913
0.58,410913.48225041025,1088800.0000000058,544400.0000000029,82976.25282772421,276958.13651370653,1684179.0929089882
0.585,405008.98118955764,1088800.0000000005,544400.0000000002,134948.96956641672,281003.5809840586,1622256.430639083
0.59,361344.35787545005,1090399.9999999986,545199.9999999993,98521.01480723722,285007.1789645405,1613416.1641036703
0.595,322405.92171542905,1080000.0000000005,540000.0000000002,346228.2338128838,288904.38543084037,1307273.3024717057
0.6,308720.4090362336,1095200.000000004,547600.000000002,435086.75551710743,292500.2014455826,1223933.4520735494
0.605,290916.54919225466,1096000.0000000005,548000.0000000002,233747.05371541777,295598.20793058706,1405571.2875462505
0.61,296706.5489272164,1096000.0000000058,548000.0000000029,198493.78884522876,298011.6511099077,1444201.1089720887
0.615,282388.880539933,1084800.0000000007,542400.0000000003,158039.28393968154,299466.5599860252,1452083.036614227
0.62,295365.7779841666,1099200.0000000042,549600.0000000021,129647.29968618625,299668.0630062426,1514850.415291744
0.625,312197.6662522801,1102400.0000000005,551200.0000000002,106283.66911032425,298343.062501371,1561170.9346405854
0.63,288932.35981977376,1102400.0000000005,551200.0000000002,209448.7929642498,295343.2152577473,1437740.3515977773
0.635,304751.9132872734,1092000.0000000005,546000.0000000002,81977.44373934179,290580.92707687744,1570193.542471055
0.64,337634.8346271494,1106400.000000004,553200.000000002,-18595.589930853705,284003.25956793793,1731827.1649900712
0.645,346575.35324828187,1108800.0000000005,554400.0000000002,190044.82597409864,275754.71820023784,1543975.809073946
0.65,355191.5173448198,1108799.9999999986,554399.9999999993,70877.29296093236,266320.70332985825,1681193.5210540271
0.655,321081.78472179006,1099200.0000000007,549600.0000000003,-51264.085899601145,256204.67368668085,1764941.1969347112
0.66,315945.3668287945,1111200.0000000058,555600.0000000029,128166.83299150309,246149.08200506604,1608429.451832234
0.665,339363.32080841623,1116000.0000000005,558000.0000000002,75796.40364626025,237109.98928382015,1700456.9278783365
0.67,352712.4617657448,1116799.9999999986,558399.9999999993,55827.77839811605,230211.62766699947,1741873.0557006272
0.675,353238.8038086487,1106400.0000000005,553200.0000000002,128201.23076735319,226675.00261888234,1657962.570422414
0.68,299165.2825662524,1119200.000000004,559600.000000002,129806.35065115997,227558.05744959056,1620600.874465508
0.685,320730.3846755159,1121600.0000000005,560800.0000000002,122508.60521798734,233902.30807468735,1646719.471382842
0.69,365048.7998173512,1122400.0000000005,561200.0000000002,41497.62789261339,246532.6482739871,1760618.5236507514
0.695,329095.5355209553,1111200.000000004,555600.000000002,-19747.385833981374,266100.84502756345,1749542.0763273793
0.7,357976.98080707924,1124000.0000000005,562000.0000000002,-45094.398283007446,292538.47654946434,1796532.902540623
0.705,412634.0118234154,1129600.0000000023,564800.0000000012,-97401.0324150163,325540.278473625,1878894.7657648101
0.71,374962.1255221527,1128800.0000000005,564400.0000000002,16040.980800880803,364273.8010980294,1687847.3436232433
0.715,320812.97298804024,1117600.000000008,558800.000000004,330020.69476741715,407312.6385414123,1259879.6396792226
0.72,445931.87859236874,1129600.0000000005,564800.0000000002,-414816.17292965075,452758.54795149324,2102389.503570527
0.725,568951.3659081722,1137599.9999999986,568799.9999999993,-790670.6227296559,498375.6306960106,2567646.3579418156
0.73,582266.1182431955,1136000.0000000005,568000.0000000002,-559459.8533329057,541698.0943702031,2304027.877205899
0.735,598167.6712830754,1124800.0000000023,562400.0000000012,-493888.51469700795,580104.9620676995,2199151.223912387
0.74,521857.22810106253,1136000.0000000005,568000.0000000002,5031.488541728992,611033.9485716345,1609791.7909876998
0.745,493778.5387779569,1142400.0000000005,571200.0000000002,5552.877788155274,632163.0479517581,1569662.6130380442
0.75,801744.8254445246,1143200.0000000005,571600.0000000002,-1607733.8796542138,641679.562497318,3482599.142601421
0.755,1995856.675320853,1128000.0000000093,564000.0000000047,-3781174.397784167,638257.3026758047,6830773.770429229
0.76,10994190.046169747,1141600.0000000007,570800.0000000003,-3971195.716478063,621210.7657657912,16056574.996882018
0.765,-5101491.473259406,1149599.9999999998,574799.9999999999,-3497903.939696597,590666.831731229,-469854.36529403867
