data,t,greenwald_density,greenwald_fraction
,0.03,,
,0.04,,
,0.045,,
,0.05,,
,0.055,,
9.116580522835365e+18,0.065,6.184922970474134e+19,0.14740006571393874
,0.07,,
9.915891071604017e+18,0.075,6.555046073668873e+19,0.15127111175366725
1.01437434529019e+19,0.08,6.559144634847653e+19,0.1546504005874465
1.0058215891348627e+19,0.085,6.828830664128513e+19,0.14729045697653487
1.0085833318595238e+19,0.09,6.282758282228607e+19,0.1605319330384554
1.014076007132838e+19,0.095,6.304022796245245e+19,0.16086172907509702
1.0377438902450491e+19,0.1,6.136120108743501e+19,0.16912053086548023
1.0640607119806945e+19,0.105,6.1780108646803685e+19,0.17223354495278081
1.0843657106710675e+19,0.11,6.275228749775382e+19,0.1728009852564947
1.0838378058658644e+19,0.115,6.451063661795374e+19,0.1680091629361204
1.1467261377542726e+19,0.12,6.4945208296086e+19,0.1765682438843423
1.1704012522368152e+19,0.125,6.575899351126054e+19,0.1779834498282575
1.1905951846593483e+19,0.13,6.571427934893982e+19,0.18117754564991
1.2562976842729497e+19,0.135,6.7114708264376705e+19,0.18718664161128004
1.294347978160637e+19,0.14,6.850863057444812e+19,0.188932104949036
1.2990937539121097e+19,0.145,7.0231843630491795e+19,0.18497218451888914
1.3712955347047295e+19,0.15,7.073272765551835e+19,0.19387002030844844
1.1103837297082563e+19,0.155,7.60449874576895e+19,0.1460166891770559
1.1584052475186895e+19,0.16,7.160185491168247e+19,0.16178425111298136
1.2154826055549026e+19,0.165,7.160091789501985e+19,0.16975796418378664
1.2866596204439538e+19,0.17,7.1465066823118954e+19,0.18004035784763575
1.3074290602889548e+19,0.175,7.122092222432794e+19,0.18357373359627147
1.3747882969069961e+19,0.18,7.0399044648788615e+19,0.19528507862082936
1.4051631108441082e+19,0.185,7.012888247694758e+19,0.20036867282264287
1.428909590626696e+19,0.19,6.9770926603628904e+19,0.20480014530183635
1.4555324771284605e+19,0.195,6.973901255491403e+19,0.20871136883137573
1.5047936513627871e+19,0.2,6.998676830064086e+19,0.21501116395297365
1.5228267328771535e+19,0.205,6.9759297761989075e+19,0.21829731401151256
1.572669499631758e+19,0.21,6.989990532740602e+19,0.22498878822016846
1.5970112306609111e+19,0.215,6.957105633928468e+19,0.22955109706435878
