position,width,height,core_slope,offset,time
,,,,,0.105498
1.3569465242559575,0.005554623883855788,0.03351649191235413,1.537982269161369,0.0026411132210451722,0.111048
1.376509446725712,0.009562770089502057,0.05599498330113093,1.4044928874202895,0.0017692617989018037,0.122113
1.3745341435634166,0.0026841908568881775,0.05051344124493232,0.5394859107445243,0.003479400537754884,0.1276
1.3800087214247658,0.005469164178041424,0.05704290312633556,0.8251469741512276,0.0019557583905257573,0.133436
,,,,,0.138831
,,,,,0.144381
1.3310225596718277,0.016171965152037785,0.1325824872297423,0.7725880813091793,0.0020523051526112946,0.155446
1.3541257020764903,0.011815061633923468,0.12923948910059338,0.7080557639226595,0.0027945833865282333,0.160933
1.3665737415573267,0.04677338596954188,0.11877165469916103,6.840908749007366,0.02661581648456066,0.16677
,,,,,0.172164
1.4071415814589667,0.00015614405743228876,0.006512210205555962,1.6020035788679252,0.005056347368107628,0.177715
1.4211847225455418,0.00015169263427616724,0.0033225663423476917,2.371629790700295,0.0022329694425110235,0.188779
,,,,,0.194267
,,,,,0.200103
1.414739160294353,0.002804257699678887,0.09309977112224785,0.7025900269548178,0.0014461472201414425,0.205498
,,,,,0.211048
1.4060816722803577,0.002857915504082461,0.3898084464896846,0.25586757130811594,0.0021064616587726038,0.222113
1.4026465140455766,0.002853111399023441,0.5350878276905633,0.17975014129755884,0.00512378854312413,0.2276
,,,,,0.233436
1.3950839496015817,0.003962046976305057,0.8151500851356802,0.16930944632273856,0.0012320763889581796,0.238831
1.3918617540318874,0.0036480065736109457,0.8551224808207372,0.16715459353884096,0.0011054602245359653,0.244381
1.3857886473305479,0.003359103933575856,0.8516816334004286,0.1774750871630961,0.0016407022054797194,0.255446
1.3763278021819498,0.0034975587887203933,1.0446355773189873,0.12718420773791786,0.002825243296805896,0.260933
1.3784035991957144,0.003307757755166908,0.9223493405917857,0.15432393993573243,0.004185735266352733,0.26677
1.3742144375507124,0.003626719022018019,1.0590556435859053,0.1487728286187385,0.0017045485320108097,0.272164
1.368448810672272,0.0030088896104910174,1.0809138094912982,0.13107661602865878,0.00198824528765877,0.277715
,,,,,0.288779
1.363611750894425,0.01134403562094462,0.2553157306831314,1.1266468911628207,0.009310416046257212,0.294267
1.3237704958751375,0.011655137306925053,0.09383529109883391,1.4130366058630064,0.005564198849659303,0.300103
