position,width,height,core_slope,offset,time
,,,,,0.752484
1.4009307839666332,0.0377001617978061,0.16016202062872836,74.91450651206172,0.13325293692179593,0.75723
,,,,,0.76199
,,,,,0.766767
,,,,,0.771522
,,,,,0.776332
,,,,,0.781029
,,,,,0.785817
,,,,,0.790564
,,,,,0.795324
,,,,,0.8001
,,,,,0.804855
,,,,,0.809665
1.3228392776975233,0.05916913785019333,1.409329909063783,3.1164758686102636,0.0961456127215077,0.814362
,,,,,0.81915
,,,,,0.823897
,,,,,0.828657
,,,,,0.833434
,,,,,0.838188
1.2010665668778444,0.0690250403209106,7.3811119309637325,-0.4082291279208056,-0.344429445520264,0.842999
1.3695025566689516,0.03833502244063182,0.6824962568275129,3.7814426881717638,0.06592450463585106,0.847695
,,,,,0.852484
1.38206506305801,0.033113755982485095,0.6373171630821011,3.2204298066612806,0.044647628132305994,0.85723
0.9726792826083878,0.12057379090866444,24.149686447026586,-0.7092770453083396,-0.7511296426347386,0.86199
,,,,,0.866767
,,,,,0.871522
,,,,,0.876332
,,,,,0.881029
1.3272337315497955,0.0040388001060903365,0.04845605443279856,1.8885149590343462,0.0021760266527420372,0.885817
,,,,,0.890564
,,,,,0.895324
