t
0.511045
0.514382
0.52211
0.527597
0.538828
0.544379
0.547716
0.555443
0.560931
0.572162
0.577712
0.581049
0.588777
0.594264
0.605495
0.611045
0.614382
0.62211
0.627597
0.638828
0.644379
0.647716
0.655443
0.660931
0.672162
0.677712
0.681049
0.688777
0.694264
0.705495
