R,Te,TeErr,ne,neErr,pe,peErr
0.307969999984866,125.14998908394082,23.75926241827914,1.3827840894970853e+19,7.196650524985601e+17,276.88866192961166,35.66059326969856
0.3073422476398107,87.86207181563348,8.441192828411317,1.3551274730774292e+19,4.38824375353603e+17,190.50289177418716,9.85213193013205
0.3073265708806273,82.9232144400268,5.208908800847416,2.3753191151642518e+19,5.1635929690411194e+17,315.1505541604159,10.753303755021088
0.30790399307481015,106.28380241676477,7.302861302690658,2.394926855652816e+19,4.817597413787956e+17,407.2670923660922,15.911238639880297
0.30905533578901556,104.77516763152745,22.79625043138752,2.345315803915051e+19,1.552027595225614e+18,393.169370406512,50.52503581661405
0.3107612584075239,inf,,,,,
0.3130022967579123,158.4179578191987,9.724635925219134,2.780501880754082e+19,4.4867091900136544e+17,704.7702874584046,23.634977056056723
0.31575890065080486,181.73272431255498,12.160879107544998,2.417108460706142e+19,4.142594886814793e+17,702.8283288368854,27.15136932386699
0.3190114704678115,182.0666262920146,11.65143055351824,2.2262741678932648e+19,3.5363136352318246e+17,648.5283631190221,24.764378198211965
0.3227403926486429,202.53636207403898,11.804227048439389,2.175077720607175e+19,3.736078846258292e+17,704.8517260161124,25.29798420610995
0.326926074177986,231.8445756745901,12.072013834338152,2.3507670446259765e+19,3.432087242303448e+17,872.0201407537915,27.975863604017885
0.33154897606841294,247.2004473825412,11.751484651209596,2.507732612268746e+19,4.113595729779492e+17,991.8601978697964,29.876343560875334
0.3365896457704064,218.7602550735927,12.361704725483984,2.5504812193760522e+19,3.664695397649935e+17,892.7102753777805,31.186076697180813
0.34202874855048027,225.96060659406191,12.328735479392234,2.613035598881091e+19,4.125602586126591e+17,944.7089743600787,33.34403326645009
0.34784709790817464,264.49956630050735,11.681450254986741,2.4972069440591622e+19,3.556861967240057e+17,1056.816245866022,29.94853750244856
0.3540373925366225,229.41083514045744,7.7057109313169345,2.4602319180561256e+19,3.57496014737919e+17,903.0461743367445,19.951617519643772
0.36057001936866484,231.51337473530936,13.77331354559384,2.4073672263271117e+19,3.951249896059869e+17,891.7403372706733,33.695811184817536
0.3674261349192782,247.19357431444317,16.690021880783583,2.4370255216223023e+19,4.181872795434539e+17,963.8672790165393,39.44905679442402
0.3745873931852096,251.3800444382855,15.172919919597826,2.403873246822695e+19,3.9167051688421126e+17,966.8572217764714,36.319605255810174
0.3820357333293676,223.45104964506163,12.681868861959636,2.4403812970930295e+19,4.0920458859555424e+17,872.4892197913831,33.268565937729264
0.389753403893501,234.23037272596912,9.672398961557313,2.682271376404082e+19,3.555581277980995e+17,1005.231078795722,26.24482449293557
0.39772298603296546,inf,,,,,
0.40592741567279866,255.00758802186553,7.898580904058835,2.6857468191732425e+19,3.0802559064088646e+17,1095.8173094316257,20.45305375575911
0.4143500046448255,299.4948656831322,13.657543966488511,2.696139127456155e+19,3.776435988608877e+17,1291.9677213448297,37.071515923836344
0.4229744608095255,305.64182496160953,12.892839552365794,2.76557328257731e+19,3.658323958404031e+17,1352.439784243197,36.44579165966212
0.43178490715146456,346.2530176216686,12.024813463065229,2.7882761927775887e+19,3.5794257170362144e+17,1544.718473139036,33.37047786840551
0.44076589978857106,388.4220150015337,14.526614626969076,2.6586410835000635e+19,3.654296237473058e+17,1652.2795629103282,38.19918355075437
0.44990244503149346,376.2265423887154,12.98387556107148,2.8476059567184675e+19,3.519706212635738e+17,1714.1519090907184,37.35366916971448
0.4591800153400054,397.0541595833572,11.929110132026373,2.8591716211021963e+19,3.6333553231873914e+17,1816.3935761941077,34.37385615870371
0.4685845642679061,448.12928209648754,15.438039053611389,3.086062742046692e+19,3.7232091924398765e+17,2212.728129756963,49.9752522036239
