t
0.805498
0.811048
0.822112
0.8276
0.833436
0.838831
0.844381
0.855446
0.860933
0.86677
0.872164
0.877714
0.888779
0.894266
0.900103
0.905498
0.911048
0.922112
0.9276
0.933436
0.938831
0.944381
0.955446
0.960933
0.96677
0.972164
0.977714
0.988779
0.994266
1.000103
